utilization_id,vehicle_id,date,total_shipments,total_weight_kg,total_volume_m3,total_distance_km,total_revenue,total_cost,capacity_utilization_pct,volume_utilization_pct,distance_utilization_km,revenue_per_km,cost_per_km,profit_per_km,utilization_score,efficiency_rating,maintenance_required
5503,VH0019,2025-09-04,1,1706.0,12.31,207.1,613.41,265.96,76.6,55.3,207.1,2.96,1.28,1.68,65.9,Average,True
5504,VH0022,2025-09-04,1,7525.2,14.8,117.8,290.35,197.29,59.2,11.6,117.8,2.46,1.67,0.79,35.4,Excellent,False
5505,VH0024,2025-09-04,2,8967.7,27.06,384.6,700.56,347.54,121.9,36.8,384.6,1.82,0.9,0.92,79.4,Good,False
5506,VH0025,2025-09-04,1,22793.2,18.22,156.4,265.21,205.71,71.0,5.7,156.4,1.7,1.32,0.38,38.3,Poor,False
5507,VH0033,2025-09-04,1,1072.0,3.45,210.1,317.52,92.75,20.7,6.7,210.1,1.51,0.44,1.07,13.7,Excellent,False
5508,VH0034,2025-09-04,1,20758.2,14.55,219.2,275.83,329.5,59.9,4.2,219.2,1.26,1.5,-0.24,32.1,Poor,False
5509,VH0038,2025-09-04,1,10546.0,15.91,219.4,585.65,258.62,36.6,5.5,219.4,2.67,1.18,1.49,21.0,Excellent,False
5510,VH0041,2025-09-04,1,11097.2,1.46,87.2,506.1,262.83,62.0,0.8,87.2,5.8,3.01,2.79,31.4,Poor,False
5511,VH0042,2025-09-04,1,19198.9,7.04,188.6,690.76,183.9,60.3,2.2,188.6,3.66,0.98,2.69,31.2,Excellent,False
5512,VH0049,2025-09-04,1,17702.2,4.67,148.4,126.54,259.18,55.3,1.5,148.4,0.85,1.75,-0.89,28.4,Excellent,False
5513,VH0052,2025-09-04,1,308.6,6.19,156.4,500.63,108.73,5.8,11.5,156.4,3.2,0.7,2.51,8.6,Good,False
5514,VH0053,2025-09-04,1,11921.1,2.35,85.1,779.45,222.54,60.1,1.2,85.1,9.16,2.62,6.54,30.6,Excellent,False
5515,VH0054,2025-09-04,2,24812.5,20.22,384.0,580.13,237.22,90.5,7.4,384.0,1.51,0.62,0.89,48.9,Average,False
5516,VH0055,2025-09-04,1,1554.6,7.49,88.1,236.57,299.36,36.4,17.5,88.1,2.69,3.4,-0.71,26.9,Poor,False
5517,VH0061,2025-09-04,1,4159.7,13.63,163.3,141.68,193.0,42.9,14.1,163.3,0.87,1.18,-0.31,28.5,Excellent,False
5518,VH0065,2025-09-04,2,10993.5,6.03,324.2,608.64,502.59,61.1,3.4,324.2,1.88,1.55,0.33,32.2,Excellent,False
5519,VH0066,2025-09-04,2,9852.5,18.07,330.6,1391.46,317.28,84.7,15.5,330.6,4.21,0.96,3.25,50.1,Poor,False
5520,VH0068,2025-09-04,1,2133.4,12.79,213.2,764.88,301.88,49.8,29.8,213.2,3.59,1.42,2.17,39.8,Good,False
5521,VH0069,2025-09-04,1,2561.3,10.67,93.7,192.6,99.04,27.9,11.6,93.7,2.06,1.06,1.0,19.7,Good,False
5522,VH0070,2025-09-04,2,21284.1,24.94,401.5,678.16,519.96,98.1,11.5,401.5,1.69,1.3,0.39,54.8,Excellent,False
5523,VH0073,2025-09-04,2,1492.1,16.48,346.7,1065.31,517.7,62.0,68.4,346.7,3.07,1.49,1.58,65.2,Excellent,False
5524,VH0074,2025-09-04,1,11684.6,6.08,82.3,559.28,248.87,36.3,1.9,82.3,6.8,3.02,3.77,19.1,Poor,False
5525,VH0075,2025-09-04,1,3485.9,1.84,159.6,544.82,195.17,64.0,3.4,159.6,3.41,1.22,2.19,33.7,Excellent,False
5526,VH0076,2025-09-04,1,3437.7,0.43,117.1,156.2,185.5,37.6,0.5,117.1,1.33,1.58,-0.25,19.0,Poor,False
5527,VH0078,2025-09-04,1,929.9,4.22,97.7,599.24,314.89,74.8,33.9,97.7,6.13,3.22,2.91,54.3,Good,False
5528,VH0080,2025-09-04,2,2132.7,23.64,388.3,808.58,503.13,82.1,91.0,388.3,2.08,1.3,0.79,86.5,Good,True
5529,VH0088,2025-09-04,1,1426.7,4.73,169.9,690.6,340.58,20.4,6.8,169.9,4.06,2.0,2.06,13.6,Excellent,False
5530,VH0091,2025-09-04,3,10157.3,34.01,548.7,1519.75,712.99,121.3,40.6,548.7,2.77,1.3,1.47,81.0,Good,False
5531,VH0093,2025-09-04,1,4760.9,0.28,155.2,528.65,192.24,79.5,0.5,155.2,3.41,1.24,2.17,40.0,Excellent,False
5532,VH0094,2025-09-04,1,11381.8,14.69,66.5,384.97,161.22,79.0,10.2,66.5,5.79,2.42,3.36,44.6,Average,False
5533,VH0095,2025-09-04,1,18596.8,19.02,253.0,321.02,212.69,66.9,6.8,253.0,1.27,0.84,0.43,36.9,Excellent,False
5534,VH0098,2025-09-04,1,53.0,10.03,189.0,439.35,269.25,3.4,63.6,189.0,2.32,1.42,0.9,33.5,Average,False
5535,VH0099,2025-09-04,1,24645.2,12.68,128.3,143.71,150.3,73.6,3.8,128.3,1.12,1.17,-0.05,38.7,Average,False
5536,VH0103,2025-09-04,1,6374.5,9.04,188.6,254.26,343.59,24.5,3.5,188.6,1.35,1.82,-0.47,14.0,Good,False
5537,VH0105,2025-09-04,2,19465.2,16.54,402.8,868.94,490.1,107.0,9.1,402.8,2.16,1.22,0.94,58.0,Poor,False
5538,VH0110,2025-09-04,1,1297.7,7.58,103.7,194.93,176.96,30.1,17.6,103.7,1.88,1.71,0.17,23.9,Average,False
5539,VH0111,2025-09-04,1,17133.4,0.16,82.5,522.98,133.82,69.7,0.1,82.5,6.34,1.62,4.72,34.9,Poor,False
5540,VH0113,2025-09-04,1,596.4,14.8,156.4,323.69,215.42,21.4,53.0,156.4,2.07,1.38,0.69,37.2,Poor,False
5541,VH0116,2025-09-04,1,4209.6,14.22,214.4,160.99,139.28,31.3,10.6,214.4,0.75,0.65,0.1,20.9,Good,False
5542,VH0122,2025-09-04,2,8898.1,23.56,139.8,678.1,246.87,91.6,24.3,139.8,4.85,1.77,3.08,57.9,Average,False
5543,VH0125,2025-09-04,1,1001.5,0.5,216.5,323.22,211.04,72.2,3.6,216.5,1.49,0.97,0.52,37.9,Average,False
5544,VH0130,2025-09-04,4,27579.7,37.5,785.3,1762.31,916.69,189.1,25.7,785.3,2.24,1.17,1.08,107.4,Average,False
5545,VH0132,2025-09-04,1,3891.7,15.88,236.1,449.35,137.77,11.9,4.9,236.1,1.9,0.58,1.32,8.4,Average,False
5546,VH0133,2025-09-04,1,13410.9,4.23,163.3,590.21,131.11,39.3,1.2,163.3,3.61,0.8,2.81,20.2,Average,False
5547,VH0136,2025-09-04,1,1284.6,18.88,243.1,191.19,305.4,58.3,85.7,243.1,0.79,1.26,-0.47,72.0,Average,False
5548,VH0137,2025-09-04,1,755.2,10.52,104.4,772.57,150.76,23.3,32.5,104.4,7.4,1.44,5.96,27.9,Poor,False
5549,VH0142,2025-09-04,1,1124.6,13.69,66.5,332.58,270.34,50.5,61.4,66.5,5.0,4.07,0.94,56.0,Excellent,False
5550,VH0143,2025-09-04,1,3088.2,16.74,73.5,770.01,319.1,19.8,10.7,73.5,10.48,4.34,6.13,15.2,Excellent,False
5551,VH0145,2025-09-04,2,19349.9,9.73,444.9,628.34,293.75,80.3,4.0,444.9,1.41,0.66,0.75,42.2,Excellent,False
5552,VH0146,2025-09-04,2,426.6,27.84,186.3,1180.45,568.59,16.0,104.7,186.3,6.34,3.05,3.28,60.3,Excellent,False
5553,VH0151,2025-09-04,1,27153.7,8.92,147.1,703.05,273.81,69.8,2.3,147.1,4.78,1.86,2.92,36.0,Excellent,False
5554,VH0152,2025-09-04,1,2630.8,9.76,172.9,328.18,251.22,19.0,7.0,172.9,1.9,1.45,0.45,13.0,Poor,False
5555,VH0153,2025-09-04,1,3780.3,13.53,189.7,784.24,186.86,37.9,13.6,189.7,4.13,0.99,3.15,25.7,Excellent,False
5556,VH0154,2025-09-04,1,3376.0,13.33,91.8,377.85,217.79,67.3,26.6,91.8,4.12,2.37,1.74,46.9,Excellent,False
5557,VH0156,2025-09-04,1,1382.3,18.48,88.1,569.85,183.26,6.2,8.3,88.1,6.47,2.08,4.39,7.2,Good,False
5558,VH0157,2025-09-04,1,8067.7,12.29,109.5,515.37,128.56,57.4,8.7,109.5,4.71,1.17,3.53,33.1,Poor,True
5559,VH0160,2025-09-04,2,6182.3,35.74,376.6,934.53,486.62,110.3,63.8,376.6,2.48,1.29,1.19,87.0,Poor,False
5560,VH0164,2025-09-04,2,14052.8,20.64,280.2,1110.76,393.26,82.9,12.2,280.2,3.96,1.4,2.56,47.5,Poor,False
5561,VH0166,2025-09-04,1,2894.5,17.51,243.1,579.72,317.97,39.1,23.7,243.1,2.38,1.31,1.08,31.4,Average,False
5562,VH0167,2025-09-04,1,6835.0,9.83,73.5,647.93,134.16,59.2,8.5,73.5,8.82,1.83,6.99,33.9,Average,True
5563,VH0173,2025-09-04,1,4985.3,4.81,117.8,643.28,236.8,78.3,7.6,117.8,5.46,2.01,3.45,42.9,Good,False
5564,VH0174,2025-09-04,1,27511.2,6.59,169.9,405.64,312.37,76.3,1.8,169.9,2.39,1.84,0.55,39.0,Excellent,False
5565,VH0175,2025-09-04,3,20521.1,21.93,319.2,1214.63,687.31,145.6,15.6,319.2,3.81,2.15,1.65,80.6,Poor,False
5566,VH0176,2025-09-04,1,7930.6,11.22,166.7,461.26,140.57,76.5,10.8,166.7,2.77,0.84,1.92,43.6,Excellent,False
5567,VH0180,2025-09-04,1,411.4,0.41,95.0,245.9,72.39,7.5,0.8,95.0,2.59,0.76,1.83,4.1,Good,False
5568,VH0181,2025-09-04,1,488.0,17.59,163.0,680.47,121.49,21.8,78.7,163.0,4.17,0.75,3.43,50.3,Excellent,False
5569,VH0186,2025-09-04,3,5725.0,34.72,422.6,1213.38,531.14,64.1,38.9,422.6,2.87,1.26,1.61,51.5,Poor,False
5570,VH0191,2025-09-04,1,657.8,10.32,133.3,778.78,112.43,22.0,34.5,133.3,5.84,0.84,5.0,28.2,Poor,False
5571,VH0194,2025-09-04,3,15691.7,15.31,511.9,1049.31,668.69,59.6,5.8,511.9,2.05,1.31,0.74,32.7,Poor,False
5572,VH0003,2025-09-05,1,954.1,10.56,171.0,219.34,313.66,38.3,42.3,171.0,1.28,1.83,-0.55,40.3,Good,False
5573,VH0006,2025-09-05,2,4726.8,31.18,253.9,788.82,460.79,19.3,12.7,253.9,3.11,1.81,1.29,16.0,Poor,False
5574,VH0008,2025-09-05,2,15345.3,21.43,325.4,668.69,423.92,125.7,17.6,325.4,2.05,1.3,0.75,71.6,Good,False
5575,VH0009,2025-09-05,1,2002.4,0.97,166.7,294.21,140.86,25.6,1.2,166.7,1.76,0.84,0.92,13.4,Excellent,False
5576,VH0014,2025-09-05,1,980.3,10.73,107.3,237.61,143.91,37.4,40.9,107.3,2.21,1.34,0.87,39.1,Excellent,False
5577,VH0019,2025-09-05,1,1332.4,5.22,91.8,105.99,242.33,59.8,23.4,91.8,1.15,2.64,-1.49,41.6,Good,False
5578,VH0021,2025-09-05,1,5926.9,9.53,85.7,760.94,190.53,35.4,5.7,85.7,8.88,2.22,6.66,20.5,Poor,False
5579,VH0022,2025-09-05,1,2047.7,7.26,137.9,135.21,278.39,16.1,5.7,137.9,0.98,2.02,-1.04,10.9,Poor,False
5580,VH0024,2025-09-05,1,2950.2,7.78,228.7,768.99,227.62,40.1,10.6,228.7,3.36,1.0,2.37,25.3,Average,False
5581,VH0026,2025-09-05,1,5579.9,19.42,111.3,731.33,325.54,28.1,9.8,111.3,6.57,2.92,3.65,18.9,Poor,False
5582,VH0028,2025-09-05,1,7030.3,18.7,192.7,139.09,234.68,36.1,9.6,192.7,0.72,1.22,-0.5,22.8,Average,False
5583,VH0031,2025-09-05,1,104.1,3.43,241.9,787.53,155.9,0.3,1.0,241.9,3.26,0.64,2.61,0.7,Excellent,False
5584,VH0032,2025-09-05,1,278.7,12.29,109.4,666.04,225.09,3.9,17.3,109.4,6.09,2.06,4.03,10.6,Excellent,False
5585,VH0033,2025-09-05,2,4873.5,25.53,226.5,797.96,369.56,94.0,49.2,226.5,3.52,1.63,1.89,71.6,Poor,False
5586,VH0035,2025-09-05,1,10462.8,18.77,163.0,546.19,250.5,46.4,8.3,163.0,3.35,1.54,1.81,27.3,Excellent,False
5587,VH0036,2025-09-05,1,25545.1,16.57,213.2,669.61,93.78,72.3,4.7,213.2,3.14,0.44,2.7,38.5,Average,True
5588,VH0042,2025-09-05,1,16934.0,1.09,172.9,211.64,152.26,53.2,0.3,172.9,1.22,0.88,0.34,26.8,Average,False
5589,VH0050,2025-09-05,2,10959.6,20.32,374.3,418.34,559.66,81.9,15.2,374.3,1.12,1.5,-0.38,48.6,Poor,False
5590,VH0054,2025-09-05,1,16013.6,15.63,197.6,254.24,216.11,58.4,5.7,197.6,1.29,1.09,0.19,32.0,Average,False
5591,VH0063,2025-09-05,1,203.2,8.37,159.2,419.47,295.29,7.8,32.3,159.2,2.63,1.85,0.78,20.1,Poor,False
5592,VH0064,2025-09-05,3,23022.9,4.07,366.6,1333.78,626.72,68.9,1.2,366.6,3.64,1.71,1.93,35.0,Excellent,False
5593,VH0066,2025-09-05,1,3104.7,8.91,219.2,393.03,255.39,26.7,7.7,219.2,1.79,1.17,0.63,17.2,Excellent,False
5594,VH0067,2025-09-05,2,26771.8,26.6,254.3,1478.95,337.78,100.3,10.0,254.3,5.82,1.33,4.49,55.1,Poor,False
5595,VH0072,2025-09-05,1,16355.5,15.16,145.6,342.9,120.82,41.9,3.9,145.6,2.36,0.83,1.53,22.9,Average,False
5596,VH0073,2025-09-05,1,225.3,8.47,149.1,722.25,289.89,9.4,35.2,149.1,4.84,1.94,2.9,22.3,Excellent,False
5597,VH0075,2025-09-05,1,3178.4,8.85,162.0,509.09,116.2,58.3,16.2,162.0,3.14,0.72,2.43,37.3,Good,False
5598,VH0081,2025-09-05,1,1830.5,18.28,107.3,474.51,221.15,28.0,28.0,107.3,4.42,2.06,2.36,28.0,Excellent,False
5599,VH0083,2025-09-05,1,1675.5,17.81,117.0,437.63,102.26,29.5,31.4,117.0,3.74,0.87,2.87,30.5,Good,False
5600,VH0084,2025-09-05,1,3050.4,11.0,174.0,568.72,225.62,65.1,23.5,174.0,3.27,1.3,1.97,44.3,Average,False
5601,VH0088,2025-09-05,3,10639.1,17.07,373.5,1225.57,614.7,151.9,24.4,373.5,3.28,1.65,1.64,88.1,Average,True
5602,VH0090,2025-09-05,1,5802.2,10.31,148.4,447.52,177.21,50.2,8.9,148.4,3.02,1.19,1.82,29.6,Poor,False
5603,VH0093,2025-09-05,2,1411.4,16.76,277.1,635.22,441.66,23.6,28.0,277.1,2.29,1.59,0.7,25.8,Average,False
5604,VH0094,2025-09-05,1,1846.7,4.9,189.9,694.63,351.13,12.8,3.4,189.9,3.66,1.85,1.81,8.1,Excellent,False
5605,VH0098,2025-09-05,1,689.3,9.29,210.1,163.83,327.69,43.7,58.9,210.1,0.78,1.56,-0.78,51.3,Excellent,True
5606,VH0101,2025-09-05,1,10993.5,0.73,125.4,712.57,101.51,60.8,0.4,125.4,5.68,0.81,4.87,30.6,Average,False
5607,VH0102,2025-09-05,1,10178.1,11.97,219.4,414.93,338.11,33.3,3.9,219.4,1.89,1.54,0.35,18.6,Average,False
5608,VH0104,2025-09-05,2,24303.1,9.17,315.5,1154.61,467.89,89.8,3.4,315.5,3.66,1.48,2.18,46.6,Excellent,False
5609,VH0117,2025-09-05,1,5474.1,6.24,163.3,147.56,315.94,32.8,3.7,163.3,0.9,1.93,-1.03,18.3,Average,False
5610,VH0124,2025-09-05,1,4244.7,1.03,147.1,376.64,259.69,20.0,0.5,147.1,2.56,1.77,0.8,10.2,Excellent,True
5611,VH0127,2025-09-05,2,14067.3,30.04,176.8,681.53,310.92,111.0,23.7,176.8,3.85,1.76,2.1,67.4,Excellent,False
5612,VH0128,2025-09-05,1,1345.0,5.73,164.6,330.95,161.04,26.9,11.4,164.6,2.01,0.98,1.03,19.1,Excellent,False
5613,VH0133,2025-09-05,2,31976.0,27.05,302.8,821.61,470.73,93.6,7.9,302.8,2.71,1.55,1.16,50.8,Good,False
5614,VH0136,2025-09-05,1,884.9,9.82,125.4,591.5,93.47,40.2,44.6,125.4,4.72,0.75,3.97,42.4,Good,False
5615,VH0137,2025-09-05,1,85.9,11.95,137.9,179.48,259.84,2.7,36.9,137.9,1.3,1.88,-0.58,19.8,Average,False
5616,VH0143,2025-09-05,1,11718.9,15.51,152.4,581.98,342.42,75.0,9.9,152.4,3.82,2.25,1.57,42.4,Average,False
5617,VH0145,2025-09-05,1,5138.5,12.53,155.2,438.66,162.99,21.3,5.2,155.2,2.83,1.05,1.78,13.3,Excellent,False
5618,VH0146,2025-09-05,1,1803.8,15.14,231.5,261.12,347.82,67.8,56.9,231.5,1.13,1.5,-0.37,62.4,Excellent,False
5619,VH0150,2025-09-05,1,3285.2,18.34,97.7,663.8,161.96,26.5,14.8,97.7,6.79,1.66,5.14,20.7,Average,False
5620,VH0153,2025-09-05,3,7838.1,20.41,608.2,593.58,878.39,78.6,20.5,608.2,0.98,1.44,-0.47,49.5,Good,False
5621,VH0155,2025-09-05,1,10801.4,6.6,219.4,453.71,270.92,79.1,4.8,219.4,2.07,1.23,0.83,42.0,Excellent,False
5622,VH0156,2025-09-05,1,13676.1,2.1,61.9,436.97,300.93,61.2,0.9,61.9,7.06,4.86,2.2,31.1,Poor,False
5623,VH0160,2025-09-05,1,1026.2,19.51,101.9,165.51,313.05,18.3,34.8,101.9,1.62,3.07,-1.45,26.6,Good,False
5624,VH0162,2025-09-05,3,3733.8,52.89,535.5,1089.57,532.68,167.3,237.0,535.5,2.03,0.99,1.04,202.1,Excellent,False
5625,VH0165,2025-09-05,2,9045.9,29.09,282.1,626.19,321.93,42.4,13.6,282.1,2.22,1.14,1.08,28.0,Good,False
5626,VH0166,2025-09-05,1,1360.7,10.46,159.2,749.18,127.27,18.4,14.1,159.2,4.71,0.8,3.91,16.3,Good,False
5627,VH0167,2025-09-05,1,525.6,6.94,85.1,399.83,148.91,4.6,6.0,85.1,4.7,1.75,2.95,5.3,Average,False
5628,VH0170,2025-09-05,1,12036.6,9.78,66.5,477.33,251.69,60.1,4.9,66.5,7.18,3.78,3.39,32.5,Excellent,False
5629,VH0172,2025-09-05,2,1367.0,10.49,395.4,772.74,424.88,76.4,58.6,395.4,1.95,1.07,0.88,67.5,Average,False
5630,VH0175,2025-09-05,1,3168.3,19.12,197.3,780.95,216.5,22.5,13.6,197.3,3.96,1.1,2.86,18.0,Excellent,False
5631,VH0176,2025-09-05,1,1540.6,3.45,133.2,471.53,323.58,14.9,3.3,133.2,3.54,2.43,1.11,9.1,Poor,False
5632,VH0182,2025-09-05,1,4638.1,3.82,159.2,547.26,164.75,56.6,4.7,159.2,3.44,1.03,2.4,30.6,Excellent,False
5633,VH0183,2025-09-05,1,4772.2,6.85,92.8,655.76,199.0,35.6,5.1,92.8,7.07,2.14,4.92,20.4,Good,False
5634,VH0185,2025-09-05,1,4813.9,9.04,213.2,314.06,109.2,44.4,8.3,213.2,1.47,0.51,0.96,26.4,Average,False
5635,VH0186,2025-09-05,1,4658.7,3.0,139.5,217.33,118.59,52.2,3.4,139.5,1.56,0.85,0.71,27.8,Good,False
5636,VH0190,2025-09-05,1,4314.2,7.88,207.9,139.5,173.01,54.2,9.9,207.9,0.67,0.83,-0.16,32.1,Poor,False
5637,VH0191,2025-09-05,2,2215.5,19.82,384.3,1422.87,538.61,74.0,66.2,384.3,3.7,1.4,2.3,70.1,Good,False
5638,VH0195,2025-09-05,1,21407.2,8.8,155.2,605.62,175.29,62.4,2.6,155.2,3.9,1.13,2.77,32.5,Average,False
5639,VH0198,2025-09-05,2,4692.9,29.08,188.4,528.7,347.07,78.3,48.5,188.4,2.81,1.84,0.96,63.4,Poor,False
5640,VH0002,2025-09-06,1,1024.7,2.88,82.5,239.07,288.14,65.7,18.5,82.5,2.9,3.49,-0.59,42.1,Excellent,True
5641,VH0004,2025-09-06,1,91.4,14.11,109.5,310.43,243.23,5.6,86.6,109.5,2.83,2.22,0.61,46.1,Poor,False
5642,VH0008,2025-09-06,1,5900.5,4.57,148.4,778.17,165.13,48.3,3.7,148.4,5.24,1.11,4.13,26.0,Excellent,False
5643,VH0009,2025-09-06,1,347.9,13.18,228.2,279.31,337.95,4.5,16.9,228.2,1.22,1.48,-0.26,10.7,Average,False
5644,VH0010,2025-09-06,1,4487.5,10.58,67.4,686.22,268.9,65.1,15.3,67.4,10.18,3.99,6.19,40.2,Average,False
5645,VH0014,2025-09-06,2,2072.5,12.62,388.4,808.26,537.88,79.0,48.1,388.4,2.08,1.38,0.7,63.6,Good,False
5646,VH0017,2025-09-06,1,760.9,2.3,159.6,551.6,331.31,60.2,18.2,159.6,3.46,2.08,1.38,39.2,Average,False
5647,VH0018,2025-09-06,2,9688.7,31.16,198.6,1082.66,243.68,59.9,19.3,198.6,5.45,1.23,4.22,39.6,Good,False
5648,VH0021,2025-09-06,1,6677.4,14.9,145.6,727.98,319.17,39.9,8.9,145.6,5.0,2.19,2.81,24.4,Good,False
5649,VH0022,2025-09-06,1,8103.4,3.64,117.9,483.73,153.83,63.8,2.9,117.9,4.1,1.3,2.8,33.3,Good,False
5650,VH0024,2025-09-06,2,4166.7,31.09,365.8,1126.89,476.99,56.7,42.3,365.8,3.08,1.3,1.78,49.5,Excellent,False
5651,VH0033,2025-09-06,1,2750.9,6.05,40.9,432.83,292.09,53.0,11.7,40.9,10.58,7.14,3.44,32.3,Average,False
5652,VH0045,2025-09-06,1,6126.7,5.18,210.0,606.01,122.16,58.9,5.0,210.0,2.89,0.58,2.3,31.9,Good,False
5653,VH0051,2025-09-06,1,7618.4,16.62,159.3,607.03,307.32,39.6,8.6,159.3,3.81,1.93,1.88,24.1,Good,False
5654,VH0052,2025-09-06,1,4039.4,16.76,125.4,538.85,335.12,75.3,31.3,125.4,4.3,2.67,1.62,53.3,Poor,False
5655,VH0057,2025-09-06,1,159.8,17.18,216.5,251.8,169.72,9.2,99.3,216.5,1.16,0.78,0.38,54.3,Poor,False
5656,VH0064,2025-09-06,2,27670.1,26.3,128.4,1122.36,289.69,82.8,7.9,128.4,8.74,2.26,6.48,45.3,Average,False
5657,VH0065,2025-09-06,1,8598.5,17.75,133.2,168.22,131.53,47.8,9.9,133.2,1.26,0.99,0.28,28.8,Good,False
5658,VH0068,2025-09-06,1,3185.2,18.94,85.7,469.19,250.14,74.3,44.2,85.7,5.47,2.92,2.56,59.2,Poor,False
5659,VH0073,2025-09-06,1,1302.3,11.68,192.7,647.71,148.21,54.1,48.5,192.7,3.36,0.77,2.59,51.3,Average,False
5660,VH0074,2025-09-06,1,3624.9,13.55,164.6,461.63,265.29,11.3,4.2,164.6,2.8,1.61,1.19,7.7,Good,False
5661,VH0076,2025-09-06,1,836.0,1.56,109.5,162.11,211.49,9.1,1.7,109.5,1.48,1.93,-0.45,5.4,Good,False
5662,VH0080,2025-09-06,1,637.9,15.95,47.0,255.95,140.22,24.6,61.4,47.0,5.45,2.98,2.46,43.0,Poor,False
5663,VH0090,2025-09-06,1,6178.9,16.54,163.0,644.98,187.58,53.5,14.3,163.0,3.96,1.15,2.81,33.9,Excellent,False
5664,VH0092,2025-09-06,1,1830.0,15.34,219.2,711.25,247.29,69.2,58.0,219.2,3.24,1.13,2.12,63.6,Poor,True
5665,VH0097,2025-09-06,1,24213.8,12.72,174.0,418.55,216.81,73.8,3.9,174.0,2.41,1.25,1.16,38.8,Good,False
5666,VH0098,2025-09-06,1,386.6,18.24,164.6,286.91,266.57,24.5,115.6,164.6,1.74,1.62,0.12,70.0,Good,False
5667,VH0101,2025-09-06,1,3480.9,11.13,162.0,774.04,192.33,19.3,6.2,162.0,4.78,1.19,3.59,12.7,Excellent,False
5668,VH0103,2025-09-06,1,9240.7,16.16,197.6,156.22,318.28,35.5,6.2,197.6,0.79,1.61,-0.82,20.9,Excellent,False
5669,VH0104,2025-09-06,1,10728.3,12.87,153.8,625.73,324.38,39.6,4.8,153.8,4.07,2.11,1.96,22.2,Excellent,False
5670,VH0106,2025-09-06,1,17734.5,6.47,241.9,689.46,169.12,68.8,2.5,241.9,2.85,0.7,2.15,35.7,Excellent,False
5671,VH0115,2025-09-06,2,25838.5,22.39,424.4,360.08,647.91,117.9,10.2,424.4,0.85,1.53,-0.68,64.1,Average,False
5672,VH0116,2025-09-06,1,7231.5,15.23,142.7,774.38,260.3,53.7,11.3,142.7,5.43,1.82,3.6,32.5,Excellent,False
5673,VH0117,2025-09-06,1,6036.1,17.84,169.9,729.62,249.35,36.1,10.7,169.9,4.29,1.47,2.83,23.4,Average,False
5674,VH0120,2025-09-06,1,8585.3,10.61,145.6,670.29,286.88,55.7,6.9,145.6,4.6,1.97,2.63,31.3,Excellent,False
5675,VH0125,2025-09-06,1,751.7,5.93,93.7,345.52,189.69,54.2,42.7,93.7,3.69,2.02,1.66,48.4,Good,False
5676,VH0127,2025-09-06,1,9228.2,18.15,205.6,792.63,258.6,72.8,14.3,205.6,3.86,1.26,2.6,43.6,Poor,False
5677,VH0139,2025-09-06,2,7636.0,15.75,220.0,1248.83,352.47,121.4,25.0,220.0,5.68,1.6,4.07,73.2,Excellent,False
5678,VH0143,2025-09-06,1,7389.3,0.74,228.2,664.82,370.5,47.3,0.5,228.2,2.91,1.62,1.29,23.9,Poor,False
5679,VH0146,2025-09-06,1,1229.6,1.59,236.1,542.0,261.75,46.2,6.0,236.1,2.3,1.11,1.19,26.1,Good,True
5680,VH0151,2025-09-06,1,10659.2,7.6,215.5,726.16,358.08,27.4,2.0,215.5,3.37,1.66,1.71,14.7,Good,False
5681,VH0154,2025-09-06,1,896.5,11.23,117.1,762.66,268.65,17.9,22.4,117.1,6.51,2.29,4.22,20.1,Average,False
5682,VH0156,2025-09-06,1,13177.8,14.6,164.6,569.17,278.53,58.9,6.5,164.6,3.46,1.69,1.77,32.7,Excellent,False
5683,VH0160,2025-09-06,2,5602.7,19.06,395.1,843.68,643.84,100.0,34.0,395.1,2.14,1.63,0.51,67.0,Good,False
5684,VH0164,2025-09-06,1,13200.0,18.33,195.2,651.69,343.85,77.8,10.8,195.2,3.34,1.76,1.58,44.3,Poor,False
5685,VH0171,2025-09-06,1,15300.6,6.66,122.9,528.41,183.09,59.2,2.6,122.9,4.3,1.49,2.81,30.9,Excellent,False
5686,VH0176,2025-09-06,1,7123.4,5.42,197.6,572.11,138.06,68.7,5.2,197.6,2.9,0.7,2.2,36.9,Excellent,False
5687,VH0179,2025-09-06,1,3536.2,17.22,159.2,566.23,325.87,12.6,6.2,159.2,3.56,2.05,1.51,9.4,Average,False
5688,VH0193,2025-09-06,1,2202.8,9.99,192.7,347.68,94.01,72.1,32.7,192.7,1.8,0.49,1.32,52.4,Average,False
5689,VH0196,2025-09-06,1,22615.5,13.11,61.9,266.59,311.41,78.7,4.6,61.9,4.31,5.03,-0.72,41.6,Poor,False
5690,VH0002,2025-09-07,1,85.5,17.4,103.7,336.44,221.83,5.5,111.5,103.7,3.24,2.14,1.11,58.5,Good,False
5691,VH0004,2025-09-07,1,964.6,7.89,85.7,196.67,143.12,59.2,48.4,85.7,2.29,1.67,0.62,53.8,Poor,False
5692,VH0012,2025-09-07,1,10217.7,11.79,219.2,619.02,312.29,65.3,7.5,219.2,2.82,1.42,1.4,36.4,Excellent,False
5693,VH0013,2025-09-07,1,5857.6,13.29,267.4,195.87,360.97,74.3,16.8,267.4,0.73,1.35,-0.62,45.5,Average,False
5694,VH0018,2025-09-07,2,17920.6,9.69,294.3,1268.05,293.96,110.8,6.0,294.3,4.31,1.0,3.31,58.4,Poor,False
