maintenance_id,vehicle_id,maintenance_type,maintenance_date,odometer_reading,description,parts_cost,labor_cost,total_cost,maintenance_provider,next_maintenance_due_date,next_maintenance_due_mileage,maintenance_status,created_at,updated_at,_loaded_at
2018,VH0157,Routine Service,2025-09-16,357100,Voluptates quas hic quam autem optio recusandae.,359.6782207390103,371.73928224547166,574.87,"Walton, Smith and Lopez",2025-12-20,282142,COMPLETED,2024-01-05 14:02:16.107508,2025-03-19 05:05:14.902027,2025-09-20 08:03:34.474587
2019,VH0157,Oil Change,2025-09-18,193042,Explicabo dolorem delectus magnam.,58.4124387917164,60.371178510684565,93.36,"Pope, Swanson and Jackson",2025-11-18,119424,COMPLETED,2025-02-19 19:33:51.412300,2025-08-27 14:23:42.582026,2025-09-20 09:38:38.575389
2020,VH0157,Transmission Service,2025-09-17,238831,Hic quisquam quibusdam temporibus.,1524.9613264804425,1576.0977347841344,2437.33,"Berry, Burns and Smith",2025-11-07,163955,COMPLETED,2025-04-10 14:24:12.557877,2025-09-13 12:36:23.963173,2025-09-20 08:24:31.269735
2021,VH0157,Brake Service,2025-09-17,204614,Tempore atque tempora nisi voluptates.,556.3134099363178,574.9682237872235,889.15,Rodriguez-Rodriguez,2025-11-27,325957,COMPLETED,2024-01-16 06:17:03.130375,2025-08-18 00:26:39.486760,2025-09-19 21:51:00.310940
2022,VH0157,Transmission Service,2025-09-17,154070,Consectetur fugiat debitis.,2288.4774715779936,2365.216806765268,3657.65,"Watson, Pierce and Miller",2026-02-09,396370,COMPLETED,2025-08-11 20:41:43.915321,2025-04-06 05:06:04.085869,2025-09-20 07:09:58.940854
2023,VH0157,Tire Replacement,2025-09-18,124491,Ad ducimus ab deserunt doloribus.,825.219601756067,852.8916258020812,1318.94,"Kaufman, Jackson and Vazquez",2026-02-27,266404,COMPLETED,2023-10-04 23:31:09.104719,2025-03-20 06:52:21.078746,2025-09-20 06:07:52.237793
2024,VH0158,Preventive Maintenance,2022-08-04,283000,Ex facere fugiat.,99.58144556651223,102.92070235390483,159.16,Christensen LLC,2022-09-20,128525,COMPLETED,2025-07-19 01:43:22.829734,2025-04-07 15:25:40.960722,2025-09-20 14:11:09.620607
2025,VH0158,Routine Service,2025-04-19,246766,Velit eveniet sit molestiae.,148.04575050231293,153.0101570179754,236.62,"Munoz, Robinson and Kelley",2025-08-09,243781,COMPLETED,2024-05-30 16:11:09.822664,2025-05-29 15:14:49.949449,2025-09-19 20:34:09.253857
2026,VH0158,Brake Service,2022-07-23,74865,Eos reiciendis blanditiis enim cupiditate cumque incidunt dolore.,570.6850221797382,589.8217581744387,912.12,Romero PLC,2022-12-09,382373,COMPLETED,2024-09-08 07:43:49.483713,2024-12-09 09:00:06.163638,2025-09-20 06:35:27.042510
2027,VH0158,Tire Replacement,2023-02-01,454394,Voluptas ex cupiditate adipisci.,284.8294626771741,294.38062666242547,455.24,Lara LLC,2023-06-19,344281,COMPLETED,2024-11-10 06:02:06.950329,2024-11-30 12:46:29.332812,2025-09-19 20:18:44.302452
2028,VH0158,Brake Service,2022-05-03,363369,Voluptate rerum veritatis.,544.6446868914859,562.9082143696542,870.5,Sandoval PLC,2022-08-01,217631,COMPLETED,2024-04-17 16:50:45.043066,2024-12-29 05:05:16.284618,2025-09-20 16:23:24.910760
2029,VH0158,Brake Service,2021-05-11,290282,Necessitatibus sunt ipsam at provident.,432.5748921574216,447.0803920171068,691.38,Smith and Sons,2021-06-27,403916,COMPLETED,2024-11-12 19:18:50.476463,2025-06-25 06:28:53.226142,2025-09-20 13:44:55.573462
2030,VH0158,Body Work,2023-06-13,268187,Explicabo animi deserunt excepturi.,331.47307141670336,342.58833186777605,529.79,Herrera-Garrett,2023-12-01,412989,COMPLETED,2023-10-15 19:00:24.312786,2024-11-29 13:10:18.152369,2025-09-20 03:30:24.889099
2031,VH0158,Preventive Maintenance,2024-11-25,370261,Dolorum quis expedita incidunt dignissimos magni.,190.97288659378316,197.37676539006267,305.23,"Dougherty, Brown and Davis",2025-01-09,157837,COMPLETED,2023-11-03 20:06:15.923242,2025-04-13 21:18:42.614204,2025-09-20 17:40:15.022439
2032,VH0158,Body Work,2022-01-26,82759,Nam totam porro inventore quas atque.,538.4443091234277,556.4999198212299,860.59,"Anderson, Curry and Warren",2022-03-31,199586,COMPLETED,2023-11-27 07:51:42.965978,2025-01-02 17:31:04.303984,2025-09-20 12:04:37.670846
2033,VH0158,Body Work,2021-03-19,108309,Id labore porro temporibus.,876.9561544947885,906.3630562974594,1401.63,"Page, Haynes and Nunez",2021-04-26,169076,COMPLETED,2024-12-03 15:57:18.288474,2025-06-28 12:02:13.637394,2025-09-20 17:52:28.588785
2034,VH0158,Engine Repair,2024-05-19,369768,Id ipsum nobis non expedita eveniet voluptates.,2337.1482472164644,2415.519655697853,3735.44,"Smith, Johnson and Clark",2024-07-27,480858,COMPLETED,2024-04-17 20:25:19.840191,2025-09-12 08:26:27.009988,2025-09-20 04:47:39.834026
2035,VH0159,Routine Service,2018-05-25,83991,Animi sequi rem ex aperiam adipisci.,149.47853204508317,154.4909839116072,238.91,"Dominguez, Robinson and Anderson",2018-08-06,485826,COMPLETED,2023-12-24 18:52:52.541868,2025-01-11 06:09:09.574038,2025-09-20 18:17:15.456241
2036,VH0159,Brake Service,2023-07-15,71213,Tenetur quod pariatur hic voluptatibus.,575.2023508866383,594.4905661098195,919.34,Jefferson-Martinez,2023-12-19,334663,COMPLETED,2024-09-28 02:54:42.338610,2025-06-23 09:34:54.860667,2025-09-20 11:22:56.207789
2037,VH0159,Tire Replacement,2024-10-05,214806,Hic rem eos amet occaecati expedita repudiandae.,1240.6511689039232,1282.2538270394884,1982.92,"Lee, Roach and Malone",2025-01-01,384759,COMPLETED,2024-06-11 05:55:54.038843,2025-03-16 07:43:22.660327,2025-09-20 14:42:47.652016
2038,VH0159,Routine Service,2021-11-20,135743,Temporibus ipsum quos animi perspiciatis dicta.,378.3919744264593,391.0805627644795,604.78,King-Gonzalez,2022-04-29,236308,COMPLETED,2024-02-12 03:45:03.170821,2025-05-19 17:27:03.450222,2025-09-20 13:10:00.087844
2039,VH0159,Oil Change,2023-04-08,414531,Quas voluptatibus ipsa.,87.85641233004301,90.80249449946793,140.42,Cooper PLC,2023-09-18,285409,COMPLETED,2025-06-30 20:26:43.622027,2025-03-16 06:15:05.821264,2025-09-20 01:59:42.150723
2040,VH0159,Electrical Repair,2019-10-15,120274,Aliquid aliquid cum vitae.,849.8959790691058,878.3954741360723,1358.38,Sanders-Richards,2019-12-25,253633,COMPLETED,2024-09-15 03:29:58.864928,2025-02-22 22:15:24.013340,2025-09-20 15:18:26.606442
2041,VH0159,Engine Repair,2022-09-20,269474,Tempora voluptas illo qui voluptate culpa culpa.,848.5695612216504,877.0245776231902,1356.26,Anderson Inc,2022-12-24,96880,COMPLETED,2024-12-14 16:01:56.460170,2025-04-10 22:35:33.606009,2025-09-20 14:09:23.990713
2042,VH0159,Tire Replacement,2023-04-13,377337,Consequatur possimus ea sint adipisci.,274.6873714945078,283.8984415332674,439.03,Perry Ltd,2023-08-23,446924,COMPLETED,2024-02-24 11:00:58.199780,2024-11-02 13:49:30.271347,2025-09-20 02:01:58.032343
2043,VH0159,Brake Service,2025-07-20,464785,Voluptate libero itaque nihil sapiente recusandae dicta.,543.7687505771286,562.0029053517134,869.1,Harrison Group,2025-10-15,151625,COMPLETED,2024-04-22 10:33:08.868626,2025-04-10 06:13:59.541539,2025-09-19 19:21:17.303152
2044,VH0159,Body Work,2024-09-05,199430,Eum officiis minus est.,670.7106925913888,693.2015815302993,1071.99,"Curry, Schmidt and Wilson",2025-02-22,148367,COMPLETED,2024-11-12 10:41:57.990740,2025-07-14 01:48:04.218523,2025-09-20 05:19:53.514015
2045,VH0159,Brake Service,2024-01-23,247484,Perferendis molestiae animi fugit.,330.88494274849205,341.98048152715864,528.85,Wright-Sanford,2024-06-20,330623,COMPLETED,2023-10-27 17:34:33.249217,2025-03-11 14:16:02.982758,2025-09-20 12:20:16.520819
2046,VH0159,Tire Replacement,2022-03-07,148923,Labore nobis ratione perspiciatis officia at.,487.38347868435346,503.7268705682633,778.98,"Hughes, Martin and Bradley",2022-09-03,76270,COMPLETED,2024-06-24 18:03:52.289025,2025-03-05 21:50:25.857199,2025-09-20 16:06:59.458359
2047,VH0159,Transmission Service,2024-03-09,254355,Alias fuga doloribus fugiat dolore.,2061.447292272486,2130.573642300968,3294.79,Tucker-Mason,2024-07-05,375954,COMPLETED,2025-06-10 08:09:06.757809,2024-12-04 15:54:19.336127,2025-09-20 16:52:07.412467
2048,VH0159,Brake Service,2020-11-01,60053,Quas repudiandae quia recusandae nisi doloribus.,646.8038878973925,668.4931118334993,1033.78,Novak-Butler,2021-03-27,64018,COMPLETED,2025-08-02 20:29:04.105417,2024-10-31 12:26:49.043704,2025-09-20 08:05:19.555518
2049,VH0159,Transmission Service,2025-06-26,145433,Id sint nihil culpa vero libero.,2730.5249893063938,2822.0874691621066,4364.17,Reyes Ltd,2025-08-14,440607,COMPLETED,2023-12-29 06:53:52.227910,2024-11-08 10:01:48.207091,2025-09-20 16:49:23.430423
2050,VH0159,Routine Service,2021-01-16,379398,Eos officiis cum aliquam facere distinctio.,142.6274587292167,147.41017409271265,227.96,"Brock, Cox and Brown",2021-06-21,453482,COMPLETED,2025-03-09 05:43:07.244218,2025-02-08 10:49:45.167964,2025-09-20 09:53:34.424585
2051,VH0159,Engine Repair,2022-06-28,399101,Voluptatem architecto cupiditate ea quaerat.,3830.3318555496135,3958.77407260969,6121.98,Alexander Group,2022-07-29,144355,COMPLETED,2025-08-07 03:44:29.320919,2024-10-23 10:47:45.209483,2025-09-20 00:29:47.750841
2052,VH0160,Tire Replacement,2021-11-22,203332,Nihil sint expedita occaecati eum ab.,267.3044797020672,276.26797981062305,427.23,Jacobs-Lopez,2022-04-17,170158,COMPLETED,2024-06-04 18:36:09.728184,2025-01-07 23:19:01.656137,2025-09-20 00:26:25.699340
2053,VH0160,Engine Repair,2020-11-04,289998,Vero nemo sequi consequatur quae quam facere.,2474.2322804133905,2557.200517005597,3954.54,Smith-Holland,2021-03-24,428086,COMPLETED,2024-09-17 07:39:22.610023,2025-01-12 00:14:42.507772,2025-09-20 16:55:59.724588
2054,VH0160,Routine Service,2021-10-19,244305,Quos hic iure debitis atque quia quibusdam recusandae.,399.8211306884161,413.22830123910404,639.03,Cruz Group,2021-12-30,153049,COMPLETED,2024-05-15 08:09:57.215593,2025-01-22 08:30:22.697780,2025-09-20 09:03:36.823106
2055,VH0160,Tire Replacement,2024-12-23,82243,Ratione laborum voluptate quam.,282.89614609762816,292.38248032997024,452.15,Scott Group,2025-04-30,182835,COMPLETED,2024-02-12 06:58:30.938725,2025-08-27 02:55:53.174487,2025-09-20 03:53:01.486705
2056,VH0160,Tire Replacement,2023-08-13,248056,Ipsam voluptatibus temporibus necessitatibus odit error.,553.7168844330442,572.2846291983274,885.0,"Peters, Flores and Nunez",2023-10-25,93526,COMPLETED,2025-07-10 20:18:39.608532,2025-03-14 20:08:22.018138,2025-09-20 02:36:44.098375
2057,VH0160,Transmission Service,2020-01-25,415321,Architecto perferendis fugit veritatis esse perspiciatis.,2574.9837266283657,2661.330453547751,4115.57,"Horn, Fields and Friedman",2020-06-29,270960,COMPLETED,2024-07-12 22:01:32.955387,2025-07-06 23:31:02.723791,2025-09-20 01:17:18.640144
2058,VH0160,Engine Repair,2022-10-15,96562,Explicabo in aspernatur autem quibusdam consequuntur.,1129.5198773638133,1167.3959786347348,1805.3,Avery-Wheeler,2023-02-12,117678,COMPLETED,2024-10-20 07:33:16.604840,2025-01-29 16:04:48.640985,2025-09-20 12:02:04.441646
2059,VH0160,Brake Service,2023-10-02,86589,Modi cupiditate voluptatibus nemo deserunt.,399.08284150917206,412.46525506683963,637.85,Fowler Ltd,2023-11-19,218908,COMPLETED,2024-05-20 01:26:21.822847,2024-12-21 00:17:06.465728,2025-09-19 22:08:52.936057
2060,VH0160,Routine Service,2021-05-21,297577,Perspiciatis sapiente magni exercitationem.,251.49382922791688,259.9271520367906,401.96,"Miller, Burke and Fleming",2021-11-06,245184,COMPLETED,2024-02-12 15:51:01.974410,2025-05-16 21:16:19.125954,2025-09-20 03:50:39.771899
2061,VH0160,Body Work,2021-02-01,477984,Delectus eveniet possimus illum velit architecto explicabo.,1378.041779810875,1424.251546503512,2202.51,"Morgan, Allen and Anderson",2021-03-28,66300,COMPLETED,2024-03-21 21:12:40.312990,2024-10-29 19:12:44.053612,2025-09-20 09:04:40.578323
2062,VH0160,Brake Service,2025-07-03,472567,At nam veniam earum.,303.13653164724286,313.30158513738934,484.5,Dickson-Lopez,2025-09-19,145647,COMPLETED,2025-02-16 11:36:52.143097,2025-04-27 14:09:09.867271,2025-09-20 10:55:18.221720
2063,VH0160,Body Work,2021-09-23,439809,Quaerat ipsum ipsa accusantium recusandae dicta.,1279.6115648289467,1322.5206788589007,2045.19,Walker LLC,2022-03-11,314076,COMPLETED,2023-12-17 18:23:34.472583,2025-01-23 08:24:32.781157,2025-09-20 01:22:41.727712
2064,VH0160,Engine Repair,2025-05-26,334627,Rerum veritatis nisi amet.,1035.3754936342764,1070.0946586850484,1654.83,"Allen, Miller and Davenport",2025-07-27,347137,COMPLETED,2024-06-28 04:18:30.947092,2025-03-15 08:40:06.707255,2025-09-20 14:01:19.983405
2065,VH0161,Engine Repair,2025-02-24,315188,Quas enim laborum expedita.,2735.5240829861905,2827.2541970573543,4372.16,Brooks Ltd,2025-06-09,248772,COMPLETED,2025-01-27 12:38:00.846201,2025-08-27 03:22:13.274421,2025-09-20 03:13:24.274040
2066,VH0161,Body Work,2022-12-23,417491,Fuga doloremque sit alias sed est.,1814.1954974812422,1875.0307725082055,2899.61,"Elliott, Adams and Rivera",2023-03-15,494165,COMPLETED,2025-07-17 22:47:37.519769,2025-03-29 14:01:00.080182,2025-09-20 05:29:51.916321
2067,VH0161,Oil Change,2023-09-03,219228,Atque provident repudiandae atque.,36.55782774850031,37.78371851306019,58.43,Arroyo-Ward,2023-12-28,314781,COMPLETED,2024-05-11 17:31:12.316282,2025-05-22 12:01:06.379407,2025-09-19 22:40:59.654311
2068,VH0161,Brake Service,2022-11-15,179008,Earum laudantium voluptatem.,396.0733746005585,409.3548719409142,633.04,Ritter-Nelson,2023-02-13,162153,COMPLETED,2025-06-10 13:13:22.754701,2025-09-15 13:55:28.288596,2025-09-20 07:28:07.494487
2069,VH0161,Transmission Service,2023-06-04,64331,Ut dolorem nam cupiditate.,1052.2435243736152,1087.5283237733954,1681.79,Rivers-Brown,2023-08-31,449272,COMPLETED,2025-02-04 16:38:36.133125,2025-01-30 07:49:37.345704,2025-09-19 20:44:10.801778
2070,VH0161,Engine Repair,2022-10-04,384531,Exercitationem animi amet rerum porro nostrum qui rem.,2616.8972792703657,2704.6494900562216,4182.56,Thompson LLC,2023-03-30,182320,COMPLETED,2023-10-31 23:48:22.462931,2025-04-03 13:23:22.456470,2025-09-20 17:36:59.196960
2071,VH0161,Tire Replacement,2023-05-12,499499,Odio voluptas aperiam repellat.,628.3153749764926,649.3846250619619,1004.23,"Rivera, Roberson and Montgomery",2023-11-01,173648,COMPLETED,2024-12-09 15:43:50.379926,2025-06-27 11:22:14.014664,2025-09-20 14:08:25.944990
2072,VH0161,Transmission Service,2025-06-29,308043,Architecto enim eum distinctio.,1758.1355733623714,1817.0909953599908,2810.01,Briggs and Sons,2025-08-28,413580,COMPLETED,2024-09-06 12:15:37.055108,2025-04-04 13:57:58.553239,2025-09-20 06:31:45.588218
2073,VH0161,Preventive Maintenance,2024-10-27,428734,Placeat dignissimos provident.,263.631803869726,272.47214842825673,421.36,Morris LLC,2025-01-28,470435,COMPLETED,2025-07-02 16:01:00.325737,2025-08-12 03:15:27.795567,2025-09-20 12:17:00.753303
2074,VH0161,Routine Service,2024-02-18,499244,Esse magni vero explicabo neque repellendus delectus.,394.2902185320454,407.5119214401061,630.19,Rodriguez and Sons,2024-05-29,336072,COMPLETED,2024-11-10 13:18:34.550608,2024-10-24 04:34:40.176578,2025-09-20 11:35:16.035638
2075,VH0161,Body Work,2022-01-10,255767,Sed magni praesentium sit non ullam.,1506.1537224735982,1556.6594568703474,2407.27,Taylor-Richardson,2022-05-06,280712,COMPLETED,2024-07-12 08:20:31.020038,2024-11-12 17:17:22.536933,2025-09-19 21:51:20.800202
2076,VH0161,Oil Change,2024-08-29,63439,Qui labore corporis nemo.,46.63735205156963,48.20123871236534,74.54,Martinez-Cervantes,2025-01-10,272809,COMPLETED,2025-03-05 13:37:58.588312,2024-11-24 22:38:34.322617,2025-09-20 16:59:23.212617
2077,VH0161,Electrical Repair,2022-03-04,295486,Ut consectetur mollitia repudiandae voluptates consectetur.,514.4499107979958,531.7009192226358,822.24,Curtis-Silva,2022-08-21,499173,COMPLETED,2025-09-12 11:39:14.449988,2024-12-16 07:58:34.597453,2025-09-19 20:17:48.311293
2078,VH0161,Oil Change,2022-11-26,279662,Incidunt quae et nesciunt fugiat nam animi.,56.504148964009296,58.39889815017055,90.31,Everett Inc,2023-04-04,403255,COMPLETED,2025-05-09 04:44:25.519501,2025-03-25 02:44:15.650004,2025-09-20 00:35:51.632038
2079,VH0161,Body Work,2023-02-07,116976,Error sunt vitae assumenda delectus inventore.,1846.8679220067716,1908.7987988773993,2951.83,Mercado-Lewis,2023-07-02,238067,COMPLETED,2024-02-05 02:08:51.469365,2024-12-21 15:04:47.828429,2025-09-19 20:15:43.871922
2080,VH0161,Routine Service,2025-01-02,439546,Cupiditate blanditiis ipsum dolores accusantium inventore deserunt nesciunt.,319.68547130063723,330.4054590834863,510.95,Robinson-Townsend,2025-02-12,376543,COMPLETED,2025-09-06 16:50:32.308944,2025-02-04 00:25:45.225374,2025-09-19 19:02:35.244120
2081,VH0161,Routine Service,2022-10-27,385314,Expedita explicabo vero.,202.99198416435803,209.79889841480826,324.44,"Mckee, Johnson and Brewer",2023-02-26,394536,COMPLETED,2024-01-19 00:56:58.450741,2025-06-25 00:42:59.992599,2025-09-20 16:51:20.299878
2082,VH0161,Body Work,2024-09-17,192467,Omnis eveniet illum modi suscipit quaerat officiis.,1852.5615080500945,1914.6833074940148,2960.93,Bentley-Short,2025-01-18,55591,COMPLETED,2025-07-24 05:55:07.049583,2024-10-25 15:30:10.073019,2025-09-20 18:49:07.698809
2083,VH0161,Preventive Maintenance,2025-06-02,173194,Expedita asperiores quis dolor.,224.0707659005719,231.58451328225644,358.13,Miller Ltd,2025-10-18,392761,COMPLETED,2024-04-30 14:53:39.759418,2024-12-17 00:23:20.838717,2025-09-20 15:09:25.884133
2084,VH0161,Electrical Repair,2024-01-12,100049,Quis illum similique ex odit pariatur dolores.,757.5097246562433,782.9112387152529,1210.72,"Campbell, Moore and Cox",2024-04-02,470992,COMPLETED,2025-07-10 16:32:27.640473,2025-05-07 22:40:22.038773,2025-09-19 19:27:04.618313
2085,VH0162,Tire Replacement,2025-08-19,342199,Reiciendis placeat odit ratione voluptatem architecto dicta expedita.,466.2421300685427,481.8765907709622,745.19,Small-Wagner,2025-10-08,126360,COMPLETED,2024-06-13 05:28:46.271014,2024-10-12 09:58:17.765761,2025-09-20 01:31:03.946145
2086,VH0162,Brake Service,2024-03-10,366698,Voluptatibus beatae sequi quasi ut ipsa.,679.8517137005038,702.6491277818106,1086.6,"Jimenez, Rodriguez and Lee",2024-07-18,165552,COMPLETED,2025-01-14 15:27:14.076990,2025-01-24 12:25:09.815626,2025-09-20 02:39:06.265557
2087,VH0162,Engine Repair,2025-08-14,146216,Veniam quasi doloremque.,3451.164051816152,3566.8916647150345,5515.96,"Johnson, Rice and Hogan",2025-11-20,297169,COMPLETED,2024-10-02 11:38:46.737235,2025-07-06 08:56:10.664990,2025-09-19 22:58:56.174303
2088,VH0162,Engine Repair,2025-05-13,417893,Labore a corporis eos tenetur voluptas voluptatibus consectetur.,4716.57293497659,4874.733404497322,7538.45,Ford-Anderson,2025-09-05,400989,COMPLETED,2025-02-16 03:22:40.367074,2025-04-02 15:26:21.117759,2025-09-20 01:28:12.925132
2089,VH0162,Engine Repair,2024-02-07,489031,Illum a asperiores rerum distinctio ipsa.,1564.722578464307,1617.1922977056643,2500.88,Lopez-Mcdonald,2024-07-22,304111,COMPLETED,2025-06-19 06:59:00.487735,2025-01-04 02:05:35.102784,2025-09-20 10:37:38.926042
2090,VH0162,Body Work,2023-03-14,469246,Illo a asperiores labore saepe.,369.832825297596,382.2344003606003,591.1,"Graves, Ochoa and Cervantes",2023-08-27,95119,COMPLETED,2024-03-27 14:56:35.305799,2025-08-02 14:04:00.587982,2025-09-20 04:26:25.902470
2091,VH0162,Preventive Maintenance,2025-07-11,427872,Architecto veritatis eaque cumque occaecati itaque.,190.8978063382668,197.29916747423917,305.11,Johnson LLC,2025-09-28,379416,COMPLETED,2024-10-31 06:47:31.113067,2025-03-04 20:41:57.124588,2025-09-20 09:25:18.155401
2092,VH0162,Transmission Service,2023-10-22,76111,Consequatur consequuntur dolore nobis.,1711.8736225883836,1769.277746226743,2736.07,"Barrett, Williams and Johnson",2024-02-21,236619,COMPLETED,2024-10-23 02:29:14.746123,2025-01-21 13:58:56.209577,2025-09-20 18:18:19.883518
2093,VH0162,Brake Service,2023-04-25,211686,Consequuntur quos atque aspernatur iusto accusantium.,486.1821945960919,502.48530391508723,777.06,"Thompson, Anderson and Parker",2023-07-28,166088,COMPLETED,2024-11-27 20:27:34.128058,2025-03-16 02:27:15.698409,2025-09-20 05:15:49.810314
2094,VH0162,Transmission Service,2023-10-16,283184,Aliquam sapiente velit distinctio ratione amet voluptate saepe.,2101.971860187433,2172.457117366703,3359.56,Coleman PLC,2023-12-27,100593,COMPLETED,2024-09-26 18:29:12.450577,2025-07-23 19:26:02.470891,2025-09-19 23:30:46.837559
2095,VH0162,Electrical Repair,2023-09-26,338826,Ipsa asperiores nemo quis voluptatem quia itaque.,689.1804354484096,712.2906688228808,1101.51,Hines PLC,2024-01-09,352548,COMPLETED,2024-02-08 16:25:20.456141,2025-08-16 16:41:19.417077,2025-09-20 06:19:01.044708
2096,VH0162,Body Work,2025-03-03,355942,Distinctio ipsum eos aliquam hic cumque molestiae.,1843.4017168771004,1905.2163617635476,2946.29,Holder-Kerr,2025-04-20,346906,COMPLETED,2024-05-15 04:51:06.820216,2025-08-01 17:27:44.895260,2025-09-19 20:39:45.232420
2097,VH0162,Transmission Service,2023-06-12,348407,Nobis reiciendis quo odit saepe tenetur eos.,1073.2096857265544,1109.1975417671083,1715.3,Dean-Bell,2023-11-18,475092,COMPLETED,2024-10-04 13:33:28.325431,2025-05-02 10:45:10.403089,2025-09-19 20:46:22.136249
2098,VH0162,Oil Change,2023-04-27,314031,Adipisci expedita ullam quod repellat nobis praesentium.,54.82735659081092,56.66587803011234,87.63,"Johnson, Newman and Johnston",2023-07-26,102352,COMPLETED,2023-12-08 10:30:00.044243,2025-01-27 21:34:26.470781,2025-09-20 02:07:44.769647
2099,VH0162,Electrical Repair,2024-09-02,320448,Consequuntur repudiandae non reiciendis reiciendis debitis inventore.,731.8635607094518,756.4050839685417,1169.73,Bowers-Cooper,2024-10-04,485122,COMPLETED,2024-11-21 00:41:43.758284,2025-09-16 04:30:11.005075,2025-09-20 10:02:27.666125
2100,VH0162,Transmission Service,2024-12-03,97893,Error eligendi repellendus veritatis quas laboriosam itaque.,2342.735469564472,2421.2942339337183,3744.37,"Lewis, Young and Jackson",2025-01-11,339456,COMPLETED,2024-04-30 00:30:38.796298,2025-02-26 21:48:29.148647,2025-09-20 00:36:09.846793
2101,VH0162,Tire Replacement,2024-09-11,61017,Dolorum et pariatur iste ipsam nesciunt quod.,395.8418771460498,409.11561170045843,632.67,"Lee, Boyd and Franklin",2025-02-23,314344,COMPLETED,2024-12-29 17:43:54.417472,2025-03-28 04:45:37.071563,2025-09-19 19:56:40.278794
2102,VH0162,Oil Change,2022-11-20,83176,Repellat odio aut odio reiciendis quisquam quod officiis.,66.0455981025448,68.2602999527406,105.56,"Clayton, Harrington and Walker",2023-04-05,344380,COMPLETED,2023-10-21 02:53:49.043169,2025-07-24 20:23:43.016547,2025-09-20 05:23:34.322399
2103,VH0163,Brake Service,2024-11-17,404210,Aut maxime ipsa enim reprehenderit suscipit accusamus earum.,278.34753395092963,287.6813399296631,444.88,Miller-Bell,2024-12-25,297079,COMPLETED,2024-08-24 14:52:40.871243,2024-12-31 15:59:20.158209,2025-09-20 13:37:15.413929
2104,VH0163,Routine Service,2024-06-19,61262,Suscipit nobis optio id sequi exercitationem dolore.,378.8737393993558,391.578482724347,605.55,Davis-Williams,2024-11-13,354313,COMPLETED,2023-10-02 04:24:47.997221,2025-05-31 14:11:27.187022,2025-09-19 20:40:17.846347
2105,VH0163,Oil Change,2025-09-08,276374,Eveniet iusto et laudantium enim eius.,68.69843379745565,71.00209297850434,109.8,"Lopez, Lawson and French",2026-01-24,483404,COMPLETED,2025-01-22 06:52:34.476433,2024-12-09 16:22:33.442362,2025-09-20 03:20:53.273464
2106,VH0163,Routine Service,2024-07-30,311685,Alias modi a quia sapiente nulla.,402.77428740539233,416.2804859281618,643.75,"Roman, Gallegos and Gonzalez",2024-09-12,75446,COMPLETED,2024-03-05 22:06:30.102943,2025-07-06 04:48:55.720054,2025-09-19 20:42:45.085994
2107,VH0163,Engine Repair,2024-06-21,89154,Odit laudantium eum reiciendis hic mollitia.,3584.587922556657,3704.7896276263828,5729.21,Sanders LLC,2024-10-15,208991,COMPLETED,2024-06-15 07:20:08.405407,2024-12-12 01:09:19.139251,2025-09-20 04:10:55.355128
2108,VH0163,Electrical Repair,2025-04-04,412673,Adipisci dolorum maiores cum.,913.8518433931123,944.4959654317253,1460.6,"Byrd, Chen and White",2025-05-20,201143,COMPLETED,2024-08-08 06:05:45.451157,2025-01-07 18:49:07.228774,2025-09-20 17:32:07.286806
2109,VH0163,Oil Change,2024-07-15,468210,Aut ea quam.,83.88967216359613,86.70273794679292,134.08,"Graham, Zimmerman and Baker",2024-12-10,441833,COMPLETED,2025-09-14 16:04:03.657892,2025-01-31 17:14:22.796373,2025-09-20 15:50:08.484134
2110,VH0163,Routine Service,2025-07-15,296238,At alias vero harum nemo animi quas.,337.09783389246957,348.4017090615534,538.78,Mendoza-Nguyen,2025-12-25,332937,COMPLETED,2025-04-09 10:22:21.225658,2025-01-20 00:23:45.319596,2025-09-19 19:32:24.595349
2111,VH0163,Engine Repair,2025-05-26,230333,Perferendis voluptates similique mollitia.,3429.4095477802907,3544.4076686051744,5481.19,Clark and Sons,2025-07-22,139614,COMPLETED,2025-02-23 12:16:34.233225,2024-10-05 01:44:32.811560,2025-09-20 12:23:18.308418
2112,VH0163,Electrical Repair,2025-09-11,316358,Nemo molestias laboriosam qui.,166.55929017505164,172.1445097614539,266.21,Farley Ltd,2025-11-30,96711,COMPLETED,2024-12-31 08:35:44.476622,2025-01-16 03:03:14.375339,2025-09-20 17:19:18.861711
2113,VH0163,Electrical Repair,2025-01-29,242576,Consectetur ipsam est corporis vel aperiam quaerat.,273.492344094206,282.66334137307666,437.12,King-Moore,2025-07-06,464876,COMPLETED,2024-03-09 13:07:01.970098,2025-07-09 21:36:12.354530,2025-09-20 17:36:21.069469
2114,VH0163,Brake Service,2025-02-23,328333,Veniam exercitationem ab debitis.,472.8929893696989,488.75047281432745,755.82,Love Ltd,2025-06-12,231303,COMPLETED,2024-01-28 01:30:31.549460,2025-05-22 08:08:37.500216,2025-09-19 22:39:30.022809
