maintenance_id,vehicle_id,maintenance_type,maintenance_date,maintenance_mileage,maintenance_cost_usd,maintenance_duration_hours,next_maintenance_due_date,next_maintenance_due_mileage,maintenance_status,risk_score,parts_replaced,service_provider,warranty_covered
2105,VH0163,Oil Change,2025-09-08,276374,109.8,5.4,2026-01-24,483404,Scheduled,6,"[""aperiam""]","Lopez, Lawson and French",True
2106,VH0163,Routine Service,2024-07-30,311685,643.75,2.0,2024-09-12,75446,Completed,2,[],"Roman, Gallegos and Gonzalez",False
2107,VH0163,Engine Repair,2024-06-21,89154,5729.21,5.6,2024-10-15,208991,Scheduled,6,"[""accusantium"", ""porro"", ""cupiditate""]",Sanders LLC,True
2108,VH0163,Electrical Repair,2025-04-04,412673,1460.6,6.9,2025-05-20,201143,In Progress,3,"[""quod"", ""est""]","Byrd, Chen and White",False
2109,VH0163,Oil Change,2024-07-15,468210,134.08,6.6,2024-12-10,441833,Scheduled,10,"[""possimus"", ""vel""]","Graham, Zimmerman and Baker",True
2110,VH0163,Routine Service,2025-07-15,296238,538.78,4.1,2025-12-25,332937,Completed,6,[],Mendoza-Nguyen,True
2111,VH0163,Engine Repair,2025-05-26,230333,5481.19,6.3,2025-07-22,139614,Scheduled,6,"[""delectus""]",Clark and Sons,False
2112,VH0163,Electrical Repair,2025-09-11,316358,266.21,1.8,2025-11-30,96711,Scheduled,4,"[""dolor""]",Farley Ltd,False
2113,VH0163,Electrical Repair,2025-01-29,242576,437.12,3.7,2025-07-06,464876,Completed,7,"[""tempora"", ""corrupti"", ""sequi""]",King-Moore,True
2114,VH0163,Brake Service,2025-02-23,328333,755.82,2.1,2025-06-12,231303,Completed,10,"[""velit"", ""recusandae""]",Love Ltd,True
2115,VH0163,Preventive Maintenance,2025-09-15,482114,428.6,1.8,2025-11-13,496615,In Progress,5,"[""suscipit"", ""ea"", ""dolorum""]","Mullen, Sullivan and Bennett",False
2116,VH0163,Tire Replacement,2025-06-27,112567,1450.0,3.4,2025-10-26,155158,Completed,10,"[""sit"", ""labore""]",Watson Inc,False
2117,VH0164,Electrical Repair,2025-09-09,498689,1037.62,4.6,2026-01-31,88850,Completed,3,"[""exercitationem""]","Tyler, Mendoza and Lindsey",True
2118,VH0164,Transmission Service,2025-06-14,361047,2975.61,4.9,2025-11-28,286000,Completed,4,"[""tenetur"", ""cum"", ""quibusdam""]",Nelson Ltd,False
2119,VH0164,Electrical Repair,2025-08-29,148139,581.36,2.1,2026-02-06,121142,In Progress,9,"[""harum"", ""corporis"", ""ex""]",Washington LLC,True
2120,VH0164,Engine Repair,2025-07-01,116120,3428.92,3.3,2025-11-05,116283,Completed,1,"[""ratione"", ""inventore""]",Delgado LLC,False
2121,VH0164,Tire Replacement,2025-06-22,452270,753.63,7.4,2025-10-08,293120,Completed,7,"[""unde"", ""aut"", ""est""]",Thompson-Guerrero,True
2122,VH0164,Routine Service,2025-07-30,492370,591.73,4.4,2026-01-10,358526,Scheduled,4,"[""illo"", ""ut""]",Perez-Clayton,False
2123,VH0164,Brake Service,2025-07-26,302273,909.47,6.5,2025-10-16,270390,Completed,8,"[""maiores"", ""molestiae""]",Edwards LLC,True
2124,VH0164,Preventive Maintenance,2025-08-29,388524,331.62,7.9,2025-12-15,465194,Completed,7,[],Ward LLC,True
2125,VH0164,Oil Change,2025-08-05,285357,79.22,7.7,2025-10-24,469098,Completed,1,"[""doloribus"", ""sunt"", ""unde""]",Richardson Group,True
2126,VH0164,Preventive Maintenance,2025-09-17,233616,187.97,3.4,2026-01-05,388833,Scheduled,3,"[""fugiat"", ""aut""]",Knight Ltd,False
2127,VH0164,Body Work,2025-07-12,386548,1307.44,5.6,2025-12-19,193938,In Progress,3,"[""nobis"", ""fugit""]",Hudson Ltd,True
2128,VH0164,Electrical Repair,2025-06-16,374917,935.18,7.0,2025-09-24,445856,In Progress,8,"[""minus"", ""rerum""]",Garza Group,True
2129,VH0164,Oil Change,2025-08-03,217298,59.98,7.0,2025-11-27,412562,In Progress,4,[],Ballard-Brown,True
2130,VH0164,Routine Service,2025-08-30,242769,429.55,2.8,2025-12-28,181220,Scheduled,6,[],Smith and Sons,False
2131,VH0165,Tire Replacement,2025-01-01,257659,568.53,7.4,2025-05-04,200436,In Progress,5,[],Estrada Inc,False
2132,VH0165,Body Work,2025-03-29,63222,1104.66,4.6,2025-05-30,205316,Scheduled,4,[],"Crawford, Taylor and Stanley",False
2133,VH0165,Oil Change,2024-08-23,163688,101.98,3.4,2025-01-11,257672,Scheduled,2,"[""aut"", ""eligendi"", ""rem""]",Walton Group,False
2134,VH0165,Brake Service,2025-08-07,391720,352.56,1.1,2026-01-14,123436,Scheduled,6,"[""sit"", ""necessitatibus"", ""officiis""]","Knight, Gibson and Johnson",True
2135,VH0165,Engine Repair,2025-08-30,229811,7093.35,1.1,2025-12-08,100804,Completed,7,"[""pariatur"", ""esse"", ""aut""]",Simmons Group,False
2136,VH0165,Electrical Repair,2024-09-29,105428,599.92,1.5,2024-12-29,460553,In Progress,8,"[""sed"", ""ea"", ""delectus""]",Pearson-Leonard,False
2137,VH0165,Transmission Service,2024-06-28,92220,2188.84,3.6,2024-11-03,471906,Completed,4,"[""labore""]","Ray, Moreno and Howell",False
2138,VH0165,Routine Service,2025-04-10,492710,318.24,3.6,2025-07-01,409147,Scheduled,6,"[""nihil""]",Young-Walsh,False
2139,VH0165,Oil Change,2024-09-19,305958,106.03,3.1,2024-12-24,494712,Completed,3,"[""suscipit""]","Armstrong, Moon and Steele",True
2140,VH0165,Preventive Maintenance,2024-09-16,473252,132.58,7.4,2025-01-17,248596,In Progress,8,"[""sed"", ""consectetur"", ""suscipit""]",Murphy-Lopez,False
2141,VH0165,Brake Service,2025-08-29,103994,584.69,7.1,2026-01-25,415246,In Progress,8,"[""veniam"", ""repellendus""]","Rogers, Hall and Thomas",True
2142,VH0165,Preventive Maintenance,2024-08-27,344921,294.54,6.0,2024-11-29,289854,In Progress,2,"[""repudiandae"", ""atque""]",Wilkinson-Hampton,False
2143,VH0165,Routine Service,2025-01-25,357454,690.08,5.7,2025-03-08,294996,Completed,4,"[""minus""]",Kaiser-Hart,False
2144,VH0165,Electrical Repair,2025-01-11,304233,380.11,7.9,2025-05-31,318343,Completed,7,"[""id"", ""perferendis""]",Dawson Inc,True
2145,VH0165,Transmission Service,2024-08-18,347039,2317.13,6.0,2025-01-08,337536,In Progress,8,"[""ratione"", ""officiis""]",Torres-Gardner,False
2146,VH0165,Tire Replacement,2025-06-02,300282,566.58,6.5,2025-08-26,60013,Completed,7,"[""praesentium""]",Evans-West,True
2147,VH0165,Oil Change,2025-01-08,377466,137.03,3.3,2025-07-04,274763,In Progress,10,"[""ipsa"", ""commodi""]",Velasquez-Cruz,True
2148,VH0165,Body Work,2024-11-22,154687,550.28,5.2,2025-03-27,399329,In Progress,8,"[""voluptas"", ""aliquid""]",Hodge-Johnson,False
2149,VH0166,Tire Replacement,2024-10-13,142344,1948.59,4.8,2025-02-16,137570,Completed,9,[],Edwards-Walker,True
2150,VH0166,Brake Service,2024-06-16,333643,756.53,6.7,2024-09-29,237378,Scheduled,1,"[""repudiandae"", ""molestiae"", ""fugit""]","Simmons, Lopez and Marshall",True
2151,VH0166,Engine Repair,2024-04-08,53799,7712.54,3.2,2024-10-01,456709,Completed,3,[],"Cunningham, Howard and Hudson",True
2152,VH0166,Tire Replacement,2024-09-28,283983,1375.57,1.9,2024-11-23,206190,Scheduled,2,[],Harris-Neal,True
2153,VH0166,Electrical Repair,2025-01-29,137900,1437.03,5.7,2025-04-04,336387,Scheduled,4,"[""accusamus"", ""dolorum"", ""maxime""]",Rodriguez-Rice,True
2154,VH0166,Engine Repair,2024-11-15,202549,6605.69,5.3,2025-02-16,348005,Completed,8,"[""veniam"", ""enim"", ""nobis""]",Young-Miller,False
2155,VH0166,Preventive Maintenance,2024-08-21,337986,328.22,4.7,2024-09-24,74960,Completed,8,"[""illum"", ""qui"", ""sit""]","Pittman, Hines and Carr",True
2156,VH0166,Oil Change,2024-09-10,304622,123.44,3.8,2025-01-14,437057,In Progress,2,"[""id"", ""neque"", ""unde""]",Wright-Compton,True
2157,VH0166,Oil Change,2025-05-01,233487,140.0,1.3,2025-06-02,436607,Scheduled,5,"[""illum""]","Walker, Fletcher and Floyd",False
2158,VH0166,Engine Repair,2025-05-23,430963,1774.23,4.6,2025-10-12,480587,Scheduled,1,[],Salazar-Foster,False
2159,VH0166,Oil Change,2025-08-09,404979,131.35,4.1,2025-12-03,87168,Completed,4,"[""repudiandae"", ""exercitationem""]","Sanchez, Thornton and Hodge",False
2160,VH0166,Brake Service,2024-07-30,147722,976.5,2.8,2024-12-08,104059,Completed,9,"[""odio""]",Perez-Ibarra,False
2161,VH0166,Routine Service,2025-07-11,421073,406.71,4.7,2025-12-22,498309,In Progress,6,"[""fuga"", ""ad"", ""qui""]","Copeland, Lyons and Jackson",False
2162,VH0166,Brake Service,2024-07-01,415619,894.09,4.0,2024-11-06,268144,Scheduled,4,"[""rerum""]",Mason-Anderson,True
2163,VH0166,Tire Replacement,2025-04-13,65809,1649.23,6.5,2025-09-06,469620,In Progress,6,[],"Mcconnell, Mcneil and Caldwell",False
2164,VH0166,Body Work,2024-12-25,81239,2602.9,5.4,2025-06-20,249953,Completed,2,"[""quasi"", ""reprehenderit"", ""fugit""]",Wright Inc,True
2165,VH0166,Transmission Service,2025-09-01,392167,1964.49,2.6,2026-01-19,68772,In Progress,5,"[""rem"", ""occaecati"", ""delectus""]",Vazquez Inc,False
2166,VH0166,Brake Service,2025-07-01,61791,1071.8,2.8,2025-10-22,197491,Completed,7,"[""aperiam""]",Murphy-Lam,True
2167,VH0166,Oil Change,2024-12-17,428094,111.44,5.7,2025-04-15,136868,In Progress,4,"[""earum""]",Mccoy-Mueller,False
2168,VH0166,Electrical Repair,2024-09-23,159902,357.63,2.5,2024-12-27,113645,Completed,8,[],Mcbride-Anderson,True
2169,VH0167,Brake Service,2024-07-28,380501,911.31,3.3,2024-09-14,112710,Scheduled,7,[],Sanchez Inc,True
2170,VH0167,Preventive Maintenance,2022-02-12,338593,497.02,5.6,2022-04-27,187034,Scheduled,7,"[""reiciendis"", ""non"", ""incidunt""]",Hickman-Hernandez,True
2171,VH0167,Tire Replacement,2023-09-18,135136,951.55,3.9,2023-11-18,306863,Completed,4,"[""reiciendis"", ""asperiores"", ""aliquam""]",Merritt LLC,False
2172,VH0167,Routine Service,2021-02-09,134018,629.26,6.9,2021-05-01,105452,In Progress,7,"[""cum"", ""enim""]","Shields, Cook and Long",True
2173,VH0167,Transmission Service,2022-05-26,360817,3803.93,2.2,2022-07-28,391323,Completed,2,[],"Larson, Lee and Aguilar",True
2174,VH0167,Oil Change,2023-10-20,420905,93.75,5.2,2024-01-05,420543,Completed,9,"[""optio"", ""a""]","Case, Arellano and Miller",True
2175,VH0167,Routine Service,2023-07-09,356166,456.81,3.9,2023-11-30,203657,Scheduled,3,"[""esse"", ""atque""]",Mccarthy-Tran,False
2176,VH0167,Routine Service,2021-07-15,178181,475.15,1.9,2021-11-20,276909,Completed,5,"[""voluptatem"", ""itaque"", ""nam""]",Walker-Jones,True
2177,VH0167,Oil Change,2025-05-19,161302,136.68,4.6,2025-10-30,219429,In Progress,10,"[""quo""]",Williams-Harris,True
2178,VH0167,Routine Service,2025-02-25,314936,783.4,3.4,2025-07-03,260757,Scheduled,3,"[""eaque""]",Moore-Lambert,True
2179,VH0167,Electrical Repair,2021-04-05,176589,1017.03,4.3,2021-07-13,232044,In Progress,6,"[""expedita"", ""earum""]",Ellis-White,True
2180,VH0167,Oil Change,2022-08-28,75991,89.93,7.7,2023-01-30,209070,Scheduled,8,[],"Rodriguez, Turner and Alvarado",True
2181,VH0167,Transmission Service,2024-03-30,99810,3399.76,3.3,2024-07-26,312427,In Progress,7,[],Gordon-Steele,True
2182,VH0167,Tire Replacement,2024-09-10,90168,1346.39,3.2,2024-12-12,308553,In Progress,2,"[""nam""]","Guerra, Johnson and Moody",True
2183,VH0168,Body Work,2025-08-24,472621,636.96,6.7,2025-11-12,266164,Completed,9,"[""totam"", ""ipsam""]","Zimmerman, Thomas and Dalton",False
2184,VH0168,Engine Repair,2021-11-09,347716,4259.43,6.4,2022-05-01,159468,Completed,1,"[""reprehenderit""]",Hernandez Ltd,True
2185,VH0168,Engine Repair,2020-01-13,263853,5645.38,1.0,2020-04-28,396550,In Progress,3,"[""ut""]",Kim-Mitchell,True
2186,VH0168,Routine Service,2022-05-20,74080,256.01,7.4,2022-09-11,293950,Completed,1,"[""eaque"", ""amet"", ""incidunt""]",Skinner Inc,True
2187,VH0168,Tire Replacement,2020-06-10,441231,1406.15,2.4,2020-11-15,496636,Completed,10,"[""quidem"", ""maiores""]",Martin PLC,True
2188,VH0168,Electrical Repair,2023-04-13,180622,1179.98,4.8,2023-06-04,354568,Scheduled,1,"[""hic"", ""nisi""]",Morgan-West,False
2189,VH0169,Preventive Maintenance,2025-03-23,148041,345.43,3.2,2025-07-29,143281,Scheduled,6,"[""dolore""]",Harris PLC,True
2190,VH0169,Body Work,2025-09-18,434860,1524.79,7.9,2026-01-23,233554,In Progress,3,[],"Mcguire, Smith and Smith",True
2191,VH0169,Engine Repair,2025-03-21,424571,2237.35,7.1,2025-05-02,437715,Completed,4,"[""rem""]",Lewis Inc,True
2192,VH0169,Preventive Maintenance,2025-02-22,71730,358.72,5.8,2025-05-01,339747,In Progress,10,[],Gonzalez Group,False
2193,VH0169,Tire Replacement,2025-04-28,233024,1793.13,7.4,2025-06-18,422427,Scheduled,9,"[""atque"", ""voluptate""]",Santiago Group,False
2194,VH0169,Body Work,2025-07-23,375764,1271.07,5.8,2025-12-24,105295,Completed,9,"[""maiores"", ""accusamus""]",Chase-Thomas,True
2195,VH0169,Engine Repair,2025-05-01,382236,2364.45,2.7,2025-08-18,129078,Scheduled,10,"[""similique"", ""laborum"", ""ipsam""]",Roach Inc,False
2196,VH0169,Body Work,2025-02-07,352730,1906.23,6.0,2025-05-06,321599,Scheduled,7,[],"Wood, Brown and David",False
2197,VH0169,Electrical Repair,2025-02-07,139584,242.52,1.3,2025-04-03,452176,In Progress,5,[],Navarro PLC,False
2198,VH0169,Body Work,2025-07-19,129258,896.98,4.3,2026-01-14,97450,Scheduled,6,"[""placeat""]",Young and Sons,True
2199,VH0169,Transmission Service,2025-03-05,210129,1506.43,6.0,2025-04-04,331869,Scheduled,8,"[""delectus"", ""aperiam""]",Fernandez Group,False
2200,VH0169,Tire Replacement,2025-01-09,327708,963.1,3.9,2025-03-17,361442,Scheduled,4,"[""repellendus"", ""ad"", ""consectetur""]",Robbins-Rosario,True
2201,VH0169,Preventive Maintenance,2025-06-20,168004,462.56,1.6,2025-10-13,312642,Completed,8,"[""delectus"", ""illum"", ""asperiores""]",Brown-Olsen,True
2202,VH0169,Brake Service,2025-07-06,474450,912.44,3.4,2025-11-16,53737,Completed,6,[],Guerrero-Payne,False
2203,VH0169,Brake Service,2025-07-08,92275,556.86,7.3,2025-10-11,301577,Completed,5,"[""corporis"", ""pariatur""]","Fields, Simpson and Summers",True
2204,VH0170,Electrical Repair,2022-12-10,194047,814.04,1.3,2023-01-28,444860,In Progress,4,"[""soluta""]","Walls, White and Baker",False
2205,VH0170,Electrical Repair,2022-10-23,146076,234.0,6.7,2023-02-21,110580,In Progress,4,"[""tempore"", ""quis"", ""eum""]","Brennan, Alexander and Kramer",False
2206,VH0170,Tire Replacement,2023-03-16,295402,1812.95,4.8,2023-05-21,73907,Completed,5,"[""dignissimos"", ""labore""]","Brennan, Brown and Moore",False
2207,VH0170,Routine Service,2023-10-26,90409,398.25,7.0,2024-04-13,329241,Completed,5,"[""reprehenderit""]","Cooper, Long and Ferguson",True
2208,VH0170,Engine Repair,2024-05-10,425964,6416.97,1.3,2024-09-08,444795,Completed,2,"[""quae""]","Stevenson, Valentine and Washington",True
2209,VH0170,Body Work,2023-12-14,199014,2569.42,4.9,2024-02-09,323843,Scheduled,5,"[""odio""]","Hammond, Jones and Lopez",False
2210,VH0170,Routine Service,2021-08-06,468635,529.37,7.6,2021-09-20,71417,Completed,10,"[""commodi"", ""architecto""]",Schmidt PLC,True
2211,VH0170,Body Work,2021-03-06,102323,2939.77,7.8,2021-07-24,447721,In Progress,10,"[""voluptatem""]",Haas-Tran,True
2212,VH0170,Tire Replacement,2024-10-21,52597,1173.11,2.2,2024-12-15,110972,Scheduled,6,"[""sint"", ""architecto""]","Hendricks, Daugherty and Jones",True
2213,VH0170,Oil Change,2025-01-12,304984,111.77,6.8,2025-04-16,120722,Scheduled,1,[],Carter-Johnson,True
2214,VH0170,Engine Repair,2023-12-18,213466,5447.07,4.8,2024-02-20,253854,Scheduled,7,"[""et"", ""sapiente"", ""distinctio""]",Garcia-Bonilla,True
2215,VH0170,Tire Replacement,2023-11-27,494457,1935.35,4.7,2024-05-04,305051,Scheduled,5,"[""voluptate"", ""libero""]",George Ltd,False
2216,VH0170,Brake Service,2025-03-06,330369,309.93,2.3,2025-07-15,82258,Completed,1,[],Snyder and Sons,True
2217,VH0171,Body Work,2025-08-17,230587,1216.1,5.4,2025-09-23,320365,In Progress,7,"[""possimus"", ""molestias""]","Scott, Robinson and Gibson",True
2218,VH0171,Preventive Maintenance,2025-08-16,88094,142.27,5.8,2025-09-21,290991,In Progress,8,"[""magni""]",Hernandez-Rodriguez,True
2219,VH0171,Preventive Maintenance,2025-08-17,189027,393.12,5.7,2025-12-22,212598,Completed,1,[],"Flores, Cochran and Garza",True
2220,VH0171,Transmission Service,2025-09-05,370925,4166.19,7.0,2025-11-27,357641,Scheduled,3,"[""earum""]",Singh Inc,False
2221,VH0171,Brake Service,2025-09-07,347561,305.88,1.1,2025-11-28,362519,In Progress,10,"[""eius""]",Cherry LLC,False
2222,VH0171,Body Work,2025-08-22,94311,1802.65,4.5,2026-01-12,196858,Completed,6,"[""ad"", ""inventore""]","Pittman, Porter and Greene",False
2223,VH0171,Tire Replacement,2025-09-16,306393,1455.61,3.4,2026-03-11,353577,Scheduled,1,"[""accusantium"", ""fugit"", ""officiis""]",Brock Inc,True
2224,VH0171,Engine Repair,2025-09-14,118337,3641.54,7.8,2026-02-18,225249,Scheduled,6,[],"Vega, Cannon and Cohen",False
2225,VH0171,Preventive Maintenance,2025-08-12,314434,246.4,4.8,2025-09-26,102437,Scheduled,4,"[""ipsam"", ""eaque"", ""vero""]",Crawford-Hanson,True
2226,VH0171,Routine Service,2025-09-16,339064,736.15,1.9,2026-01-16,201406,Scheduled,5,"[""nam""]",Walters-Clark,False
2227,VH0172,Body Work,2025-05-29,130711,2288.65,7.9,2025-10-21,454337,In Progress,2,"[""sapiente"", ""ipsum"", ""nesciunt""]",Adams Group,True
2228,VH0172,Routine Service,2025-04-02,329693,748.41,4.6,2025-06-15,367347,Completed,7,"[""pariatur"", ""ipsum"", ""dolores""]",Barr PLC,True
2229,VH0172,Electrical Repair,2020-09-11,138877,892.95,1.2,2021-02-17,496300,Completed,5,"[""nihil"", ""beatae""]",Bailey-Miller,True
2230,VH0172,Oil Change,2024-08-03,77561,110.69,6.2,2024-11-21,399854,Completed,7,[],Johnson LLC,True
2231,VH0172,Routine Service,2023-03-09,380002,660.88,2.0,2023-05-26,187355,Completed,6,"[""dolore"", ""distinctio"", ""rerum""]",Wilson-Morris,True
2232,VH0172,Oil Change,2024-11-30,216229,89.38,4.9,2025-05-08,468168,Scheduled,4,[],Robinson-Hernandez,False
2233,VH0173,Transmission Service,2020-09-04,238865,3016.24,4.7,2020-10-20,317719,In Progress,10,[],"Haynes, Morales and Graham",False
2234,VH0173,Engine Repair,2021-10-02,489952,1294.47,6.9,2022-03-11,75968,In Progress,9,"[""dolor""]","Ortiz, Serrano and Sharp",True
2235,VH0173,Routine Service,2023-03-28,145987,698.47,4.5,2023-07-11,259488,Completed,7,"[""ducimus""]",Reynolds Inc,False
2236,VH0173,Preventive Maintenance,2020-10-21,339391,133.7,1.8,2021-01-11,227056,Completed,2,"[""facilis""]","Robertson, Lucas and Arnold",True
2237,VH0173,Transmission Service,2019-01-18,415667,1669.85,2.5,2019-05-25,52023,In Progress,8,[],Cummings and Sons,True
2238,VH0173,Body Work,2023-03-03,277353,882.86,5.4,2023-04-03,409636,In Progress,7,"[""animi"", ""aperiam""]",Berry-York,False
2239,VH0173,Brake Service,2019-12-27,468610,487.93,4.7,2020-05-21,212992,Completed,5,[],Brown Ltd,False
2240,VH0173,Routine Service,2018-12-12,299549,553.47,4.3,2019-02-24,355759,Completed,1,"[""distinctio""]",Herring and Sons,True
2241,VH0173,Transmission Service,2024-02-09,459711,3140.47,6.3,2024-04-01,376493,In Progress,1,"[""minima"", ""impedit""]","Bates, Stephenson and Dawson",True
2242,VH0173,Routine Service,2022-04-22,264387,494.84,6.0,2022-08-18,486244,Scheduled,7,[],Stephens-Nichols,True
2243,VH0173,Transmission Service,2025-08-27,202422,3933.36,1.7,2025-10-31,317763,In Progress,1,"[""in"", ""accusamus""]",Gallagher Inc,True
2244,VH0173,Oil Change,2022-04-02,338859,106.27,6.0,2022-05-13,319608,In Progress,6,"[""fuga"", ""quos""]","Brown, Parker and Torres",False
2245,VH0173,Routine Service,2019-04-26,420047,410.51,5.9,2019-08-25,374479,Scheduled,3,"[""veniam"", ""a""]",Norton and Sons,False
2246,VH0173,Preventive Maintenance,2022-07-17,253869,490.56,3.3,2022-09-27,114958,Scheduled,6,[],"Sexton, Jimenez and Little",False
2247,VH0173,Engine Repair,2021-11-17,372882,2244.54,6.5,2022-01-13,98549,In Progress,9,"[""ipsam""]","Murphy, Doyle and Hughes",False
2248,VH0173,Engine Repair,2021-04-19,489446,1555.6,6.0,2021-09-27,66996,Scheduled,9,[],Curry-Hampton,False
2249,VH0173,Brake Service,2019-03-17,441648,422.01,5.2,2019-07-07,190044,Scheduled,2,[],Ramsey-Robinson,False
2250,VH0173,Engine Repair,2023-03-13,348818,1667.71,4.5,2023-05-27,302990,Completed,1,"[""culpa"", ""similique"", ""dicta""]","Conrad, Stokes and White",True
2251,VH0173,Engine Repair,2019-10-04,313733,6423.72,4.4,2020-01-27,240521,Scheduled,7,"[""ad""]",Vaughn-Williams,True
2252,VH0174,Engine Repair,2023-12-25,152325,2004.07,2.5,2024-06-08,129857,Scheduled,9,"[""explicabo"", ""quibusdam"", ""esse""]",Campbell Group,False
2253,VH0174,Oil Change,2025-08-03,89673,89.5,3.6,2025-09-17,113106,Scheduled,7,"[""reiciendis"", ""voluptates""]",Davis PLC,False
2254,VH0174,Tire Replacement,2024-07-27,387059,839.96,4.2,2024-12-05,251467,In Progress,3,"[""nemo""]","Lynch, Davila and Ramirez",False
2255,VH0174,Electrical Repair,2025-01-28,118026,268.89,3.4,2025-06-19,404085,Scheduled,7,"[""consequatur"", ""totam"", ""dolorem""]","Hale, Rodriguez and Dunn",True
2256,VH0174,Routine Service,2023-10-06,208367,744.72,2.2,2024-02-05,207603,Scheduled,4,"[""non"", ""nisi""]",Smith-Watts,True
2257,VH0174,Tire Replacement,2023-12-29,376275,1996.3,3.8,2024-04-19,445859,Completed,6,"[""a""]",Smith and Sons,False
2258,VH0174,Oil Change,2025-03-12,94057,79.24,6.1,2025-04-25,387854,Scheduled,6,"[""quis""]",Lee-Foster,False
2259,VH0174,Body Work,2025-06-15,212891,2572.32,2.9,2025-09-05,110357,Scheduled,4,"[""a"", ""iste""]","Williams, Pacheco and Nelson",False
2260,VH0174,Transmission Service,2025-06-25,416946,1630.92,3.1,2025-10-13,454636,In Progress,2,"[""ex"", ""quo""]","Smith, Kelly and Norris",False
2261,VH0174,Electrical Repair,2025-07-25,108779,428.49,5.0,2025-12-08,244832,In Progress,8,"[""sint"", ""dolores"", ""unde""]","Saunders, Brown and Hayes",False
2262,VH0174,Transmission Service,2024-10-01,293049,3589.44,6.9,2025-01-31,179685,Scheduled,8,"[""non""]",Carson Group,False
2263,VH0174,Routine Service,2025-07-31,385533,541.32,7.6,2025-09-19,261172,Completed,1,"[""eum""]",Anthony and Sons,True
2264,VH0174,Transmission Service,2025-06-22,498122,3549.55,3.9,2025-09-02,417215,Scheduled,5,"[""provident"", ""similique"", ""molestiae""]","Clarke, Moyer and Lewis",True
2265,VH0174,Engine Repair,2024-08-24,299849,1774.75,6.8,2025-01-01,345173,In Progress,3,"[""blanditiis"", ""quae"", ""labore""]","Wilson, Welch and Daniels",False
2266,VH0174,Oil Change,2025-04-29,288030,140.8,3.0,2025-08-05,101023,In Progress,1,"[""necessitatibus"", ""dolorum"", ""nam""]",Garcia-Hamilton,True
2267,VH0175,Brake Service,2023-03-28,397799,871.57,3.2,2023-04-28,269754,In Progress,10,"[""corrupti""]",Dudley and Sons,True
2268,VH0175,Electrical Repair,2022-09-14,295437,226.72,3.8,2023-01-22,408161,In Progress,10,[],"Moody, Harris and Perez",False
2269,VH0175,Brake Service,2024-04-27,120976,1175.47,5.6,2024-05-28,383493,Scheduled,3,"[""consequuntur"", ""veniam"", ""quis""]","Simon, Walker and Hurst",False
2270,VH0175,Transmission Service,2023-10-18,242633,4466.68,7.9,2023-12-02,418282,Scheduled,10,"[""sapiente"", ""at"", ""quia""]",Nguyen-Pace,False
2271,VH0175,Transmission Service,2024-10-11,411855,1997.8,5.1,2024-12-27,277953,In Progress,10,[],"Smith, Cisneros and Olson",False
2272,VH0176,Electrical Repair,2025-01-10,435692,893.18,1.2,2025-06-20,185922,Scheduled,5,[],"Williams, Campos and Cummings",True
2273,VH0176,Electrical Repair,2025-07-10,457924,911.55,6.0,2025-09-08,64643,Scheduled,9,[],Smith PLC,False
2274,VH0176,Transmission Service,2025-03-07,228128,3732.42,7.1,2025-07-29,166431,Completed,9,"[""ullam"", ""fugiat""]",Townsend PLC,True
2275,VH0176,Electrical Repair,2024-09-26,156987,217.09,4.0,2025-01-04,213530,Completed,7,"[""sequi""]",Huber-Wilson,True
2276,VH0176,Body Work,2025-08-17,389236,769.48,6.8,2025-09-30,51167,Completed,7,"[""voluptate""]",Gomez PLC,True
2277,VH0176,Engine Repair,2025-01-24,193170,7181.47,1.9,2025-05-07,403310,Completed,7,[],"Day, Weaver and Evans",False
2278,VH0176,Electrical Repair,2025-05-03,392005,1298.31,5.2,2025-09-14,387853,In Progress,4,"[""dolorum"", ""veniam"", ""ad""]","Short, Hernandez and Myers",True
2279,VH0176,Routine Service,2025-01-03,91233,345.25,1.2,2025-02-28,330466,Scheduled,9,"[""natus""]","Cruz, Jackson and Kane",True
2280,VH0176,Tire Replacement,2025-03-29,423825,1220.92,6.3,2025-07-15,386277,Completed,3,"[""consequatur""]",Morris and Sons,True
2281,VH0176,Preventive Maintenance,2024-12-09,229126,318.04,4.5,2025-03-03,82381,In Progress,3,"[""quae"", ""rerum"", ""recusandae""]",Cooper and Sons,True
2282,VH0176,Preventive Maintenance,2025-04-09,363793,195.83,3.0,2025-07-13,161252,Completed,7,"[""velit"", ""nostrum"", ""sunt""]","Smith, Wallace and Evans",False
2283,VH0177,Routine Service,2024-01-17,334307,293.87,7.0,2024-03-27,466880,Completed,7,"[""sequi"", ""adipisci"", ""numquam""]",Burton-Thomas,True
2284,VH0177,Body Work,2024-12-23,487339,1865.35,1.7,2025-03-31,360958,Completed,3,[],Garza-Shea,False
2285,VH0177,Body Work,2023-11-26,179342,2085.06,5.5,2024-04-17,295513,Completed,3,[],Andrews-Sanders,True
2286,VH0177,Body Work,2023-10-28,93232,1735.23,7.0,2024-04-09,458718,Scheduled,6,"[""a"", ""quod"", ""saepe""]",Parker-Frazier,True
2287,VH0177,Routine Service,2024-04-10,455562,627.09,5.3,2024-07-10,359533,In Progress,2,"[""libero"", ""vitae""]","Jefferson, Mitchell and Hill",True
