weather_id,location_id,date,hour,temperature_f,temperature_c,humidity_pct,wind_speed_mph,wind_direction_degrees,precipitation_mm,visibility_miles,weather_condition,weather_description,pressure_inhg,uv_index,sunrise_time,sunset_time,created_at,_loaded_at
6443,65,2025-09-15,20,51.1,10.6,41,20.1,226,0.0,10.4,LIGHT_RAIN,Thunderstorm,29.57,1,06:00:00,18:00:00,2025-08-25 04:45:54.141808,2025-09-20 08:20:37.860363
6444,190,2025-09-15,20,65.3,18.5,59,27.7,23,0.0,28.9,CLOUDY,Thunderstorm,29.87,0,06:00:00,18:00:00,2025-09-05 02:47:24.843331,2025-09-20 00:50:15.145132
6445,221,2025-09-15,20,73.8,23.2,39,9.6,175,0.0,49.4,STORM,Partly cloudy,29.97,0,06:00:00,18:00:00,2025-08-28 23:42:36.193045,2025-09-20 04:46:36.432459
6446,101,2025-09-15,20,57.9,14.4,46,18.1,40,0.0,7.5,RAIN,Clear skies,29.7,1,06:00:00,18:00:00,2025-09-12 22:22:16.563082,2025-09-19 20:22:25.638742
6447,180,2025-09-15,20,63.2,17.3,38,0.1,226,30.3,40.5,PARTLY_CLOUDY,Foggy,29.89,7,06:00:00,18:00:00,2025-08-27 09:12:00.435143,2025-09-19 21:34:29.922535
6448,89,2025-09-15,20,71.5,22.0,32,7.2,204,0.0,30.3,PARTLY_CLOUDY,Thunderstorm,30.36,2,06:00:00,18:00:00,2025-09-17 14:05:36.590031,2025-09-20 08:10:05.590184
6449,165,2025-09-15,20,65.8,18.8,44,1.8,288,16.9,7.2,LIGHT_RAIN,Overcast,29.81,5,06:00:00,18:00:00,2025-09-04 08:23:22.735035,2025-09-19 23:39:26.813770
6450,146,2025-09-15,20,59.2,15.1,94,2.5,89,0.0,43.6,STORM,Overcast,29.74,5,06:00:00,18:00:00,2025-09-09 09:16:30.387120,2025-09-20 18:30:17.166293
6451,112,2025-09-15,21,54.5,12.5,51,27.5,117,0.0,26.1,STORM,Clear skies,29.82,6,06:00:00,18:00:00,2025-09-01 23:02:38.662191,2025-09-19 22:20:53.623487
6452,2,2025-09-15,21,62.9,17.1,55,13.7,78,0.0,27.7,PARTLY_CLOUDY,Overcast,30.14,8,06:00:00,18:00:00,2025-08-27 06:01:04.110192,2025-09-20 14:57:38.505433
6453,30,2025-09-15,21,56.8,13.8,70,25.6,151,0.0,47.8,CLOUDY,Light rain,30.11,10,06:00:00,18:00:00,2025-09-13 14:07:20.155416,2025-09-20 10:39:04.735669
6454,168,2025-09-15,21,58.7,14.9,82,14.0,316,45.8,35.8,LIGHT_RAIN,Thunderstorm,29.88,4,06:00:00,18:00:00,2025-08-24 04:33:50.826371,2025-09-19 21:30:13.066791
6455,204,2025-09-15,21,66.9,19.4,63,13.8,80,39.6,21.6,CLEAR,Overcast,29.89,2,06:00:00,18:00:00,2025-08-30 21:00:23.563180,2025-09-20 15:46:32.696877
6456,47,2025-09-15,21,63.6,17.6,55,7.4,83,0.0,9.3,FOG,Foggy,30.46,11,06:00:00,18:00:00,2025-09-01 07:17:54.581328,2025-09-20 00:37:30.968961
6457,198,2025-09-15,21,73.5,23.1,65,12.0,172,0.0,24.3,CLEAR,Overcast,30.11,8,06:00:00,18:00:00,2025-08-22 19:04:29.615594,2025-09-19 21:51:52.566512
6458,143,2025-09-15,21,57.9,14.4,40,24.9,53,0.0,39.5,LIGHT_RAIN,Foggy,30.41,10,06:00:00,18:00:00,2025-09-16 20:12:47.879541,2025-09-20 06:02:58.388651
6459,97,2025-09-15,21,75.8,24.3,40,16.5,137,0.0,17.6,CLOUDY,Clear skies,29.67,7,06:00:00,18:00:00,2025-08-26 01:07:41.150328,2025-09-20 15:54:09.551733
6460,176,2025-09-15,21,63.1,17.3,57,0.8,131,0.0,50.0,HEAVY_RAIN,Thunderstorm,29.75,2,06:00:00,18:00:00,2025-08-23 10:08:20.001804,2025-09-19 20:02:52.035381
6461,112,2025-09-15,22,58.2,14.6,81,0.1,321,19.7,40.5,HEAVY_RAIN,Overcast,30.45,4,06:00:00,18:00:00,2025-09-17 16:49:54.177145,2025-09-20 15:38:48.587779
6462,114,2025-09-15,22,57.3,14.1,75,1.5,15,0.0,28.8,LIGHT_RAIN,Foggy,29.87,3,06:00:00,18:00:00,2025-09-05 13:03:22.011317,2025-09-20 02:36:35.255534
6463,7,2025-09-15,22,61.6,16.4,72,23.1,261,26.7,21.3,CLEAR,Overcast,29.64,3,06:00:00,18:00:00,2025-09-05 16:10:08.478864,2025-09-20 07:13:32.598255
6464,90,2025-09-15,22,50.3,10.2,44,16.8,168,0.0,16.3,HEAVY_RAIN,Heavy rain,30.43,4,06:00:00,18:00:00,2025-08-24 08:27:51.369159,2025-09-20 07:33:35.069007
6465,214,2025-09-15,22,74.6,23.7,43,22.2,327,0.0,40.7,CLOUDY,Partly cloudy,29.63,6,06:00:00,18:00:00,2025-09-06 03:01:41.620147,2025-09-20 02:33:17.738364
6466,186,2025-09-15,22,68.5,20.3,75,9.9,148,0.0,8.4,HEAVY_RAIN,Thunderstorm,29.75,5,06:00:00,18:00:00,2025-09-03 13:38:05.806472,2025-09-19 22:47:26.331837
6467,140,2025-09-15,22,66.2,19.0,38,18.0,339,0.0,19.1,LIGHT_RAIN,Overcast,30.46,6,06:00:00,18:00:00,2025-09-18 07:40:06.074329,2025-09-19 23:20:36.377332
6468,25,2025-09-15,22,61.5,16.4,53,15.9,143,38.6,8.3,FOG,Light rain,30.42,2,06:00:00,18:00:00,2025-09-02 03:45:23.225006,2025-09-20 13:31:52.572669
6469,156,2025-09-15,22,59.9,15.5,90,25.2,301,0.0,14.0,CLOUDY,Light rain,30.29,4,06:00:00,18:00:00,2025-08-24 13:44:09.850855,2025-09-20 14:34:25.759948
6470,141,2025-09-15,22,55.2,12.9,64,12.4,19,0.0,34.1,STORM,Thunderstorm,29.96,8,06:00:00,18:00:00,2025-09-10 03:59:24.508327,2025-09-20 08:43:26.776555
6471,52,2025-09-15,23,56.8,13.8,51,8.6,176,0.0,27.9,FOG,Overcast,29.86,1,06:00:00,18:00:00,2025-09-13 14:36:41.590763,2025-09-20 12:49:18.093765
6472,75,2025-09-15,23,66.8,19.3,78,20.6,174,19.0,28.8,CLEAR,Thunderstorm,29.6,5,06:00:00,18:00:00,2025-09-04 01:59:01.538129,2025-09-20 04:25:26.112679
6473,34,2025-09-15,23,69.0,20.6,75,0.1,199,12.0,45.1,PARTLY_CLOUDY,Partly cloudy,29.6,1,06:00:00,18:00:00,2025-09-16 05:57:13.349372,2025-09-20 12:56:59.658930
6474,88,2025-09-15,23,53.3,11.8,46,5.7,169,0.0,28.2,LIGHT_RAIN,Overcast,29.79,1,06:00:00,18:00:00,2025-09-11 18:01:11.071154,2025-09-20 07:57:59.972359
6475,49,2025-09-15,23,66.6,19.2,95,14.6,248,23.5,22.4,PARTLY_CLOUDY,Thunderstorm,29.99,2,06:00:00,18:00:00,2025-09-05 16:40:13.244185,2025-09-20 03:34:04.211875
6476,200,2025-09-15,23,53.7,12.0,76,9.7,80,0.0,13.0,RAIN,Clear skies,30.36,10,06:00:00,18:00:00,2025-09-07 06:23:59.981441,2025-09-20 00:11:30.162457
6477,180,2025-09-15,23,74.9,23.8,37,3.8,73,24.5,30.8,CLOUDY,Overcast,29.76,7,06:00:00,18:00:00,2025-09-09 12:50:34.273993,2025-09-20 10:49:44.906646
6478,49,2025-09-15,23,57.4,14.1,81,29.2,332,29.0,5.2,CLOUDY,Thunderstorm,30.39,0,06:00:00,18:00:00,2025-08-28 05:02:58.957563,2025-09-19 23:24:40.173923
6479,55,2025-09-15,23,60.4,15.8,36,7.1,163,0.0,16.7,CLOUDY,Light rain,29.99,9,06:00:00,18:00:00,2025-09-09 15:50:00.520971,2025-09-20 12:02:25.720526
6480,191,2025-09-15,23,58.3,14.6,73,9.9,314,0.0,10.9,CLEAR,Overcast,29.9,9,06:00:00,18:00:00,2025-09-11 23:35:42.219218,2025-09-20 11:41:49.111975
6481,76,2025-09-16,0,51.1,10.6,31,16.5,49,0.0,24.6,HEAVY_RAIN,Thunderstorm,29.63,5,06:00:00,18:00:00,2025-09-02 05:14:43.618299,2025-09-20 15:20:48.735992
6482,11,2025-09-16,0,53.2,11.8,39,23.3,295,0.0,33.1,RAIN,Thunderstorm,29.72,9,06:00:00,18:00:00,2025-08-25 13:49:02.301128,2025-09-20 09:22:46.001901
6483,131,2025-09-16,0,69.3,20.7,68,21.3,88,0.0,44.7,FOG,Heavy rain,30.16,7,06:00:00,18:00:00,2025-09-16 17:23:16.994792,2025-09-20 17:57:40.125554
6484,98,2025-09-16,0,68.6,20.3,44,12.5,53,13.4,20.8,RAIN,Light rain,29.58,1,06:00:00,18:00:00,2025-09-05 19:51:57.294275,2025-09-20 00:26:38.457235
6485,185,2025-09-16,0,54.3,12.4,43,5.8,197,0.0,49.1,FOG,Heavy rain,29.91,4,06:00:00,18:00:00,2025-09-18 19:11:35.856156,2025-09-20 17:13:04.581137
6486,174,2025-09-16,0,58.7,14.8,40,24.6,158,0.0,49.9,CLOUDY,Thunderstorm,29.68,2,06:00:00,18:00:00,2025-08-29 18:56:28.673126,2025-09-20 13:06:23.786188
6487,121,2025-09-16,0,60.7,15.9,37,0.9,34,0.0,41.8,RAIN,Clear skies,29.56,7,06:00:00,18:00:00,2025-09-18 13:20:00.214962,2025-09-20 09:17:10.880781
6488,72,2025-09-16,0,68.6,20.4,43,10.5,181,0.0,32.6,PARTLY_CLOUDY,Clear skies,29.92,3,06:00:00,18:00:00,2025-08-27 19:43:49.723934,2025-09-20 17:49:03.269375
6489,8,2025-09-16,0,51.0,10.6,88,27.4,108,0.0,30.5,HEAVY_RAIN,Thunderstorm,29.7,6,06:00:00,18:00:00,2025-08-27 15:25:16.140601,2025-09-20 17:01:08.592217
6490,208,2025-09-16,0,74.2,23.5,37,26.9,352,0.0,49.9,STORM,Light rain,29.95,8,06:00:00,18:00:00,2025-08-25 16:09:05.580076,2025-09-19 23:51:21.734517
6491,2,2025-09-16,1,75.2,24.0,53,8.4,277,28.8,43.7,CLOUDY,Overcast,29.83,2,06:00:00,18:00:00,2025-09-04 17:38:45.006661,2025-09-20 06:38:23.575682
6492,218,2025-09-16,1,61.2,16.2,63,12.3,140,25.8,19.4,PARTLY_CLOUDY,Heavy rain,30.32,2,06:00:00,18:00:00,2025-09-16 06:18:58.325978,2025-09-20 04:24:59.651300
6493,71,2025-09-16,1,58.4,14.6,64,7.3,106,0.0,34.4,FOG,Thunderstorm,29.73,8,06:00:00,18:00:00,2025-09-17 06:07:07.815247,2025-09-20 16:10:08.247077
6494,59,2025-09-16,1,63.5,17.5,74,15.2,280,1.3,20.1,PARTLY_CLOUDY,Light rain,29.93,4,06:00:00,18:00:00,2025-08-28 15:45:09.607383,2025-09-20 04:27:18.864006
6495,208,2025-09-16,1,73.7,23.1,92,6.9,253,0.0,16.4,CLOUDY,Overcast,29.65,4,06:00:00,18:00:00,2025-08-31 05:18:14.450940,2025-09-20 12:19:52.072486
6496,229,2025-09-16,1,54.0,12.2,72,17.5,108,13.6,8.0,STORM,Heavy rain,29.59,7,06:00:00,18:00:00,2025-09-01 21:52:07.735550,2025-09-20 17:10:45.456089
6497,210,2025-09-16,1,51.3,10.7,55,13.4,323,0.0,6.4,FOG,Clear skies,29.98,10,06:00:00,18:00:00,2025-08-24 03:22:10.672260,2025-09-20 06:08:05.820685
6498,87,2025-09-16,1,56.5,13.6,37,27.1,323,0.0,33.2,STORM,Clear skies,30.43,3,06:00:00,18:00:00,2025-09-19 18:15:28.574975,2025-09-20 01:24:41.204052
6499,113,2025-09-16,1,66.5,19.1,55,1.1,141,0.0,23.9,CLEAR,Clear skies,29.58,10,06:00:00,18:00:00,2025-09-17 11:46:26.513844,2025-09-20 02:55:06.533522
6500,221,2025-09-16,1,73.8,23.2,66,14.1,105,0.0,5.6,STORM,Heavy rain,29.75,2,06:00:00,18:00:00,2025-08-26 13:09:30.009619,2025-09-20 03:50:00.302702
6501,180,2025-09-16,2,69.3,20.7,47,26.6,354,0.0,36.2,CLOUDY,Clear skies,29.65,6,06:00:00,18:00:00,2025-09-18 17:46:32.380041,2025-09-20 02:40:19.757233
6502,210,2025-09-16,2,55.8,13.2,94,2.5,296,0.0,38.2,CLOUDY,Foggy,30.05,5,06:00:00,18:00:00,2025-08-26 08:38:34.932771,2025-09-20 11:11:52.361856
6503,181,2025-09-16,2,75.9,24.4,68,3.2,313,10.9,20.3,PARTLY_CLOUDY,Foggy,30.38,6,06:00:00,18:00:00,2025-09-09 04:13:12.984027,2025-09-20 13:14:17.366004
6504,215,2025-09-16,2,57.3,14.0,75,27.2,315,0.0,16.4,CLEAR,Clear skies,30.21,6,06:00:00,18:00:00,2025-08-31 23:02:15.999996,2025-09-20 17:03:52.414003
6505,226,2025-09-16,2,54.6,12.5,79,27.0,97,48.5,13.1,STORM,Light rain,29.73,3,06:00:00,18:00:00,2025-09-18 14:43:01.473606,2025-09-19 19:55:29.002732
6506,157,2025-09-16,2,59.2,15.1,34,23.9,304,0.0,19.0,CLOUDY,Foggy,29.84,0,06:00:00,18:00:00,2025-09-07 12:13:11.259215,2025-09-20 07:55:46.105467
6507,223,2025-09-16,2,60.0,15.5,55,7.6,235,0.0,11.0,FOG,Clear skies,30.06,0,06:00:00,18:00:00,2025-09-01 19:14:31.690238,2025-09-20 02:36:21.419316
6508,233,2025-09-16,2,51.0,10.5,43,21.9,12,0.0,10.9,STORM,Heavy rain,29.76,4,06:00:00,18:00:00,2025-09-04 01:40:17.680050,2025-09-20 08:44:51.252706
6509,90,2025-09-16,2,76.2,24.6,79,23.7,233,26.4,18.7,LIGHT_RAIN,Heavy rain,29.64,1,06:00:00,18:00:00,2025-09-16 05:53:39.976927,2025-09-20 02:44:51.011390
6510,150,2025-09-16,2,68.6,20.3,91,10.0,265,43.8,8.8,CLEAR,Clear skies,30.1,1,06:00:00,18:00:00,2025-08-29 04:07:45.720440,2025-09-20 01:10:55.399423
6511,103,2025-09-16,3,52.5,11.4,79,6.2,41,14.5,38.7,CLOUDY,Partly cloudy,29.92,6,06:00:00,18:00:00,2025-08-25 06:12:53.605751,2025-09-20 05:13:44.881344
6512,209,2025-09-16,3,58.5,14.7,41,6.7,205,0.0,45.1,HEAVY_RAIN,Heavy rain,30.41,10,06:00:00,18:00:00,2025-08-26 01:45:16.483063,2025-09-19 23:55:33.927856
6513,144,2025-09-16,3,53.7,12.1,88,17.3,250,0.0,38.4,CLEAR,Thunderstorm,30.07,10,06:00:00,18:00:00,2025-09-09 14:34:10.174626,2025-09-20 05:21:19.689019
6514,235,2025-09-16,3,64.7,18.1,70,23.2,22,0.0,17.3,HEAVY_RAIN,Thunderstorm,30.39,2,06:00:00,18:00:00,2025-09-11 13:11:38.785736,2025-09-20 18:48:27.827341
6515,177,2025-09-16,3,73.5,23.0,68,23.6,322,0.0,40.3,STORM,Partly cloudy,30.06,9,06:00:00,18:00:00,2025-08-31 18:56:49.043412,2025-09-20 07:56:09.453888
6516,190,2025-09-16,3,74.3,23.5,75,25.2,93,0.0,10.6,HEAVY_RAIN,Thunderstorm,30.1,5,06:00:00,18:00:00,2025-09-04 00:37:12.964637,2025-09-20 02:14:05.579218
6517,13,2025-09-16,3,61.9,16.6,44,16.6,167,0.0,43.0,HEAVY_RAIN,Clear skies,30.16,11,06:00:00,18:00:00,2025-09-19 00:41:10.282960,2025-09-20 13:36:56.211961
6518,127,2025-09-16,3,60.7,16.0,40,21.3,306,0.0,23.2,CLOUDY,Light rain,29.82,6,06:00:00,18:00:00,2025-09-03 14:51:07.908175,2025-09-19 23:20:11.737252
6519,206,2025-09-16,3,63.6,17.6,91,1.3,132,0.0,46.1,FOG,Light rain,29.97,8,06:00:00,18:00:00,2025-09-14 12:12:09.643592,2025-09-20 09:41:16.246958
6520,108,2025-09-16,3,51.6,10.9,43,17.1,159,48.9,32.1,PARTLY_CLOUDY,Overcast,30.2,0,06:00:00,18:00:00,2025-08-27 07:19:43.044771,2025-09-20 15:52:30.773551
6521,212,2025-09-16,4,58.0,14.4,41,1.9,1,0.0,30.6,PARTLY_CLOUDY,Foggy,29.78,7,06:00:00,18:00:00,2025-08-23 13:47:44.915067,2025-09-20 18:04:53.979922
6522,78,2025-09-16,4,74.7,23.7,38,11.0,187,0.0,10.0,FOG,Clear skies,30.38,6,06:00:00,18:00:00,2025-08-28 03:37:44.447608,2025-09-20 02:13:36.913734
6523,76,2025-09-16,4,71.3,21.8,35,1.6,232,0.0,24.0,RAIN,Partly cloudy,29.98,10,06:00:00,18:00:00,2025-09-12 01:37:36.986678,2025-09-20 06:34:24.885880
6524,6,2025-09-16,4,71.4,21.9,32,16.5,294,0.0,22.0,FOG,Heavy rain,30.38,11,06:00:00,18:00:00,2025-09-05 00:00:10.739245,2025-09-20 16:46:20.662839
6525,172,2025-09-16,4,70.6,21.5,44,1.3,29,19.4,16.4,HEAVY_RAIN,Overcast,29.73,11,06:00:00,18:00:00,2025-09-06 04:12:10.399006,2025-09-19 20:40:16.706590
6526,145,2025-09-16,4,59.5,15.3,57,13.7,207,0.0,30.1,STORM,Thunderstorm,30.45,7,06:00:00,18:00:00,2025-08-26 07:20:15.177406,2025-09-20 00:52:49.251851
6527,89,2025-09-16,4,66.5,19.2,34,6.6,327,0.0,32.7,FOG,Light rain,30.12,2,06:00:00,18:00:00,2025-09-06 18:54:07.948738,2025-09-19 23:44:27.215184
6528,164,2025-09-16,4,54.9,12.7,79,11.1,268,26.3,48.6,RAIN,Light rain,29.6,4,06:00:00,18:00:00,2025-09-15 11:25:29.558138,2025-09-20 00:57:53.614239
6529,206,2025-09-16,4,59.2,15.1,47,15.7,184,0.0,14.7,RAIN,Heavy rain,29.67,7,06:00:00,18:00:00,2025-08-30 02:27:40.513953,2025-09-20 04:53:58.078166
6530,97,2025-09-16,4,60.8,16.0,95,19.7,108,28.7,20.8,HEAVY_RAIN,Overcast,30.48,8,06:00:00,18:00:00,2025-08-23 19:38:26.894055,2025-09-19 20:45:38.858213
6531,13,2025-09-16,5,60.3,15.7,49,0.9,354,48.3,7.8,RAIN,Clear skies,30.23,7,06:00:00,18:00:00,2025-08-29 21:48:09.750022,2025-09-20 11:21:40.321452
6532,183,2025-09-16,5,56.4,13.5,48,20.1,39,0.0,31.1,FOG,Light rain,30.31,9,06:00:00,18:00:00,2025-09-19 16:23:15.298556,2025-09-20 02:07:22.090436
6533,116,2025-09-16,5,75.0,23.9,82,17.1,130,25.8,38.7,PARTLY_CLOUDY,Partly cloudy,30.13,6,06:00:00,18:00:00,2025-09-07 15:16:50.722096,2025-09-19 19:14:12.858942
6534,7,2025-09-16,5,57.9,14.4,90,16.7,352,0.0,36.5,STORM,Overcast,29.74,6,06:00:00,18:00:00,2025-09-18 23:36:14.919619,2025-09-19 18:54:30.494145
6535,130,2025-09-16,5,54.3,12.4,68,16.5,297,41.9,25.6,HEAVY_RAIN,Clear skies,30.43,2,06:00:00,18:00:00,2025-09-08 01:55:10.982274,2025-09-20 03:25:23.344553
6536,35,2025-09-16,5,70.4,21.4,92,20.6,133,0.0,14.0,LIGHT_RAIN,Clear skies,30.15,0,06:00:00,18:00:00,2025-09-10 09:07:06.838963,2025-09-20 00:58:10.133286
6537,51,2025-09-16,5,62.8,17.1,76,11.6,199,0.0,9.7,PARTLY_CLOUDY,Foggy,30.04,4,06:00:00,18:00:00,2025-09-13 15:55:26.293920,2025-09-20 08:30:09.231135
6538,91,2025-09-16,5,59.9,15.5,88,22.4,228,49.2,43.4,PARTLY_CLOUDY,Light rain,29.78,0,06:00:00,18:00:00,2025-08-28 10:33:03.393763,2025-09-20 13:06:35.728582
6539,169,2025-09-16,5,76.1,24.5,62,10.5,107,0.0,45.0,LIGHT_RAIN,Heavy rain,29.62,6,06:00:00,18:00:00,2025-09-15 07:25:22.528316,2025-09-20 16:20:28.414398
6540,57,2025-09-16,5,68.1,20.1,95,14.1,218,0.0,23.3,FOG,Partly cloudy,29.59,3,06:00:00,18:00:00,2025-09-15 18:17:47.565047,2025-09-20 02:17:17.095590
6541,124,2025-09-16,6,75.0,23.9,79,2.3,19,0.0,26.3,LIGHT_RAIN,Foggy,30.1,2,06:00:00,18:00:00,2025-09-17 21:00:16.150340,2025-09-19 22:25:14.102519
6542,230,2025-09-16,6,62.7,17.0,49,22.4,200,0.0,19.9,PARTLY_CLOUDY,Foggy,29.51,3,06:00:00,18:00:00,2025-08-31 05:00:28.210981,2025-09-20 06:48:08.552890
6543,49,2025-09-16,6,73.3,22.9,73,0.4,51,0.2,46.2,FOG,Overcast,29.83,5,06:00:00,18:00:00,2025-08-24 08:54:36.209763,2025-09-19 23:41:04.455535
6544,69,2025-09-16,6,69.6,20.9,33,12.1,163,12.7,5.2,FOG,Clear skies,30.22,4,06:00:00,18:00:00,2025-09-17 02:24:18.188290,2025-09-20 04:15:51.096421
6545,193,2025-09-16,6,69.6,20.9,93,0.1,17,0.0,39.3,LIGHT_RAIN,Heavy rain,30.35,10,06:00:00,18:00:00,2025-09-09 06:56:46.532630,2025-09-20 12:54:04.300306
6546,106,2025-09-16,6,53.5,12.0,39,3.5,170,0.0,10.6,CLOUDY,Thunderstorm,29.76,1,06:00:00,18:00:00,2025-09-11 15:03:43.948144,2025-09-20 18:13:57.888673
6547,26,2025-09-16,6,53.1,11.7,83,11.7,55,0.0,11.6,CLEAR,Light rain,29.87,10,06:00:00,18:00:00,2025-09-10 11:55:01.856906,2025-09-20 17:05:43.000231
6548,107,2025-09-16,6,71.7,22.0,67,1.8,21,0.0,17.3,PARTLY_CLOUDY,Thunderstorm,29.79,1,06:00:00,18:00:00,2025-09-17 13:32:02.721526,2025-09-20 15:43:02.612062
6549,57,2025-09-16,6,57.6,14.2,34,3.3,154,0.0,37.7,CLOUDY,Foggy,30.04,3,06:00:00,18:00:00,2025-09-07 13:28:21.640032,2025-09-20 05:14:57.490649
6550,133,2025-09-16,6,70.2,21.2,59,17.9,245,42.1,40.5,LIGHT_RAIN,Thunderstorm,29.78,4,06:00:00,18:00:00,2025-09-10 01:51:39.990711,2025-09-20 03:56:21.169042
6551,70,2025-09-16,7,62.6,17.0,53,23.1,267,29.3,19.4,RAIN,Heavy rain,30.03,1,06:00:00,18:00:00,2025-09-15 00:30:27.934819,2025-09-19 20:42:34.117453
6552,105,2025-09-16,7,50.7,10.4,72,17.9,269,0.0,47.8,LIGHT_RAIN,Light rain,29.75,4,06:00:00,18:00:00,2025-08-31 16:08:48.148488,2025-09-20 13:17:40.136114
6553,230,2025-09-16,7,64.3,17.9,62,29.9,326,14.3,50.0,STORM,Light rain,29.93,1,06:00:00,18:00:00,2025-08-31 11:41:37.717998,2025-09-20 14:55:44.177921
6554,225,2025-09-16,7,66.8,19.3,48,11.9,169,19.1,41.9,HEAVY_RAIN,Thunderstorm,30.23,10,06:00:00,18:00:00,2025-08-29 14:17:57.203590,2025-09-20 10:53:54.569723
6555,55,2025-09-16,7,73.3,22.9,53,7.3,137,0.0,21.4,RAIN,Foggy,29.57,8,06:00:00,18:00:00,2025-09-06 18:05:23.041511,2025-09-20 06:45:11.998513
6556,188,2025-09-16,7,66.3,19.1,56,0.9,48,0.0,25.6,PARTLY_CLOUDY,Partly cloudy,30.13,8,06:00:00,18:00:00,2025-09-19 12:43:30.472420,2025-09-20 01:09:40.642179
6557,84,2025-09-16,7,53.3,11.8,43,22.4,162,0.0,45.0,STORM,Heavy rain,30.41,8,06:00:00,18:00:00,2025-08-29 23:53:02.130385,2025-09-20 16:20:35.142223
6558,3,2025-09-16,7,71.7,22.0,75,27.6,120,0.0,9.4,CLEAR,Foggy,29.56,1,06:00:00,18:00:00,2025-09-07 23:19:03.603924,2025-09-20 00:10:48.923907
6559,221,2025-09-16,7,54.3,12.4,93,4.2,187,0.0,9.0,PARTLY_CLOUDY,Foggy,29.83,6,06:00:00,18:00:00,2025-09-19 13:18:46.123522,2025-09-20 00:57:26.198128
6560,91,2025-09-16,7,53.8,12.1,78,13.3,132,16.8,26.0,STORM,Clear skies,29.87,7,06:00:00,18:00:00,2025-09-07 07:14:54.701230,2025-09-20 04:21:27.054755
6561,96,2025-09-16,8,50.3,10.2,61,10.4,289,36.4,48.9,CLOUDY,Partly cloudy,29.57,10,06:00:00,18:00:00,2025-09-03 02:43:56.160116,2025-09-20 09:15:05.787049
6562,122,2025-09-16,8,70.7,21.5,85,18.7,115,0.0,22.9,CLOUDY,Heavy rain,29.93,10,06:00:00,18:00:00,2025-09-05 06:22:48.073444,2025-09-19 20:35:50.199124
6563,40,2025-09-16,8,68.5,20.3,42,13.7,268,3.2,10.6,STORM,Clear skies,29.56,8,06:00:00,18:00:00,2025-08-24 10:22:40.414546,2025-09-20 12:25:02.498665
6564,52,2025-09-16,8,76.6,24.8,55,6.9,21,0.0,41.8,HEAVY_RAIN,Partly cloudy,29.84,4,06:00:00,18:00:00,2025-09-01 09:26:24.294397,2025-09-20 06:30:34.950569
6565,66,2025-09-16,8,76.8,24.9,67,18.5,191,28.5,34.9,HEAVY_RAIN,Thunderstorm,29.77,2,06:00:00,18:00:00,2025-08-25 09:18:47.966420,2025-09-20 12:45:04.349276
6566,47,2025-09-16,8,70.0,21.1,93,29.0,190,0.0,36.0,FOG,Overcast,29.69,4,06:00:00,18:00:00,2025-09-06 06:38:52.010918,2025-09-19 23:01:08.877867
6567,204,2025-09-16,8,58.2,14.6,63,12.4,182,0.0,27.8,FOG,Partly cloudy,29.81,3,06:00:00,18:00:00,2025-09-19 20:06:27.462296,2025-09-20 09:09:04.630939
6568,10,2025-09-16,8,74.5,23.6,65,23.9,243,0.0,38.3,STORM,Partly cloudy,30.04,2,06:00:00,18:00:00,2025-09-11 01:53:30.481407,2025-09-20 04:24:09.461900
6569,149,2025-09-16,8,76.6,24.8,66,2.3,258,0.0,26.5,RAIN,Clear skies,29.72,1,06:00:00,18:00:00,2025-09-09 04:06:46.476685,2025-09-19 21:29:21.105998
6570,125,2025-09-16,8,66.7,19.3,81,10.8,34,13.0,38.8,CLEAR,Light rain,30.33,6,06:00:00,18:00:00,2025-08-30 00:28:29.341677,2025-09-19 22:09:07.685646
6571,46,2025-09-16,9,75.3,24.1,69,2.1,35,4.0,16.1,HEAVY_RAIN,Clear skies,29.64,9,06:00:00,18:00:00,2025-09-13 05:12:41.853703,2025-09-20 10:48:33.117184
6572,101,2025-09-16,9,51.1,10.6,92,14.6,15,1.7,6.2,CLOUDY,Thunderstorm,30.44,8,06:00:00,18:00:00,2025-09-14 13:31:02.518126,2025-09-20 06:17:35.741744
6573,185,2025-09-16,9,55.7,13.2,53,7.9,6,0.0,29.9,CLEAR,Thunderstorm,30.49,7,06:00:00,18:00:00,2025-08-25 04:36:47.690416,2025-09-20 01:19:56.542368
6574,207,2025-09-16,9,71.2,21.8,39,27.5,7,0.0,6.3,PARTLY_CLOUDY,Foggy,30.33,5,06:00:00,18:00:00,2025-09-07 06:50:24.787207,2025-09-20 05:39:36.806947
6575,12,2025-09-16,9,75.3,24.0,50,22.9,223,49.0,26.7,RAIN,Foggy,29.7,2,06:00:00,18:00:00,2025-09-05 03:04:33.350565,2025-09-20 14:02:55.395034
6576,220,2025-09-16,9,71.6,22.0,82,9.7,58,0.0,12.2,CLEAR,Partly cloudy,29.52,1,06:00:00,18:00:00,2025-09-12 22:23:27.023487,2025-09-20 10:00:12.541089
6577,69,2025-09-16,9,74.2,23.5,89,24.7,354,0.0,24.8,FOG,Foggy,30.05,11,06:00:00,18:00:00,2025-09-12 09:17:38.343026,2025-09-20 13:11:13.983994
6578,184,2025-09-16,9,61.6,16.5,67,2.1,260,38.8,13.6,CLEAR,Clear skies,30.3,9,06:00:00,18:00:00,2025-08-30 04:34:37.294783,2025-09-20 18:37:21.499312
