customer_id,customer_name,customer_type,volume_segment,industry,preferred_delivery_window,service_level,credit_rating,payment_terms,signup_date,last_order_date,total_lifetime_value,average_order_value,delivery_flexibility_score,satisfaction_score
537,Wilson-Rodriguez,Enterprise,High Volume,Technology,Morning,Standard,Poor,COD,2024-07-26,2024-10-17,77215.59,3128.74,1.9,6.3
538,Decker-Dudley,SME,Low Volume,Technology,Afternoon,Express,Poor,Prepaid,2023-04-25,2024-03-04,252892.58,2735.07,8.3,8.2
539,Williams Group,Enterprise,High Volume,Technology,Morning,Express,Poor,COD,2023-12-12,2025-07-23,426584.27,2240.65,1.3,6.7
540,Rivera-Smith,SME,Low Volume,Automotive,Afternoon,Express,Poor,Net 15,2024-10-12,2025-05-29,156917.38,1975.95,7.9,8.3
541,"Caldwell, Hernandez and Davis",Individual,Low Volume,Automotive,Any,Express,Good,Net 30,2025-06-08,2025-07-30,196301.02,2498.72,9.7,8.5
542,Conway Ltd,SME,Medium Volume,Healthcare,Morning,Standard,Excellent,Net 15,2024-11-20,2025-01-29,418630.14,1776.94,7.7,6.1
543,Baker-Williams,SME,Low Volume,Technology,Morning,Express,Fair,COD,2025-09-06,2025-09-16,206552.87,329.42,3.2,6.9
544,Ward-Rhodes,Enterprise,Medium Volume,Automotive,Morning,Express,Excellent,COD,2025-05-04,2025-07-01,85719.84,2715.16,1.3,8.6
545,Smith and Sons,Individual,Low Volume,Technology,Evening,Standard,Poor,Net 30,2023-01-24,2024-10-27,492896.63,1919.8,4.5,8.3
546,Kline-Friedman,Enterprise,Low Volume,Automotive,Afternoon,Express,Poor,COD,2023-03-24,2023-11-23,84146.98,1532.63,9.7,6.8
547,Briggs-White,Enterprise,Low Volume,Food & Beverage,Afternoon,Express,Fair,Net 30,2024-11-30,2025-03-27,149362.81,2888.93,8.2,8.5
548,Houston-Vaughn,Individual,Low Volume,Food & Beverage,Morning,Premium,Fair,COD,2025-08-08,2025-08-28,34567.62,4015.87,5.3,6.8
549,Wilson Ltd,Individual,Low Volume,Healthcare,Evening,Express,Fair,Net 15,2023-12-25,2025-03-29,207742.81,1293.76,5.6,8.7
550,Garcia PLC,Enterprise,Low Volume,Automotive,Afternoon,Premium,Poor,Net 15,2025-08-29,2025-09-08,330742.3,4128.34,9.4,7.1
551,White-James,Individual,Low Volume,Technology,Morning,Premium,Good,COD,2024-06-03,2024-11-19,231780.86,1239.85,7.7,9.1
552,"Hobbs, Acosta and Snow",SME,Low Volume,Healthcare,Morning,Premium,Good,Prepaid,2022-10-20,2024-03-17,134200.44,1470.87,2.4,8.7
553,Alexander-Brown,Enterprise,Medium Volume,Retail,Afternoon,Standard,Excellent,Net 15,2024-03-06,2025-03-09,398725.34,1587.18,5.4,10.0
554,"Warren, Manning and Cummings",Enterprise,Low Volume,Manufacturing,Afternoon,Express,Good,Net 30,2022-10-02,2023-06-01,129940.03,4027.51,6.9,6.7
555,Stone-Watts,Individual,Low Volume,Technology,Morning,Standard,Excellent,COD,2025-08-01,2025-08-31,301198.27,4342.5,9.1,7.6
556,"Wright, Reed and Rhodes",Individual,Medium Volume,Retail,Any,Premium,Good,Net 15,2024-01-06,2024-09-01,56854.25,3685.68,9.4,8.1
557,"Mcclain, Salazar and Smith",Individual,Low Volume,Healthcare,Any,Standard,Good,Net 30,2025-03-26,2025-09-07,386822.25,1601.38,8.5,8.9
558,Christian-Booth,Individual,Low Volume,Manufacturing,Any,Standard,Good,Net 30,2024-03-26,2024-05-05,88401.97,4851.12,5.0,7.0
559,Rivera LLC,SME,Low Volume,Food & Beverage,Evening,Premium,Excellent,COD,2024-03-10,2024-04-07,273326.77,2400.53,3.2,7.1
560,"Gray, Montoya and Miller",Enterprise,Low Volume,Healthcare,Any,Premium,Fair,COD,2023-05-21,2024-06-02,11516.03,4835.69,6.5,9.4
561,Gates Group,Enterprise,Low Volume,Automotive,Afternoon,Express,Poor,COD,2024-06-08,2024-11-02,319835.58,3518.05,9.1,8.7
562,"Valdez, Garcia and Gutierrez",Enterprise,Low Volume,Technology,Any,Standard,Poor,COD,2025-08-28,2025-09-09,151143.19,4684.8,7.8,7.2
563,Conner PLC,Enterprise,Low Volume,Technology,Evening,Premium,Poor,Net 30,2022-09-19,2024-08-17,137744.23,446.47,8.0,8.0
564,"Clark, Powers and Clements",SME,Low Volume,Automotive,Any,Standard,Good,COD,2025-05-21,2025-07-03,253660.92,1791.69,6.4,9.3
565,Richard LLC,SME,Low Volume,Automotive,Morning,Standard,Good,Prepaid,2022-11-17,2024-06-19,395718.64,723.66,4.6,8.5
566,Moran-Cox,Enterprise,Medium Volume,Retail,Afternoon,Standard,Good,Prepaid,2024-07-29,2025-02-02,396528.51,1631.03,5.3,8.9
567,"Walker, Peterson and Gallegos",Individual,Medium Volume,Food & Beverage,Evening,Express,Good,Net 30,2023-01-03,2025-08-14,207833.72,950.35,8.9,9.8
568,"Brooks, Rodriguez and Prince",Enterprise,Low Volume,Retail,Morning,Premium,Good,Net 30,2023-08-05,2024-08-21,487089.66,1031.42,7.3,6.7
569,"Griffith, Rodriguez and Carr",SME,Low Volume,Food & Beverage,Evening,Standard,Excellent,COD,2025-03-07,2025-04-12,85891.32,2857.85,1.1,8.1
570,Lewis-Summers,SME,Low Volume,Automotive,Any,Standard,Good,Net 15,2025-07-04,2025-07-18,96081.54,4316.59,8.0,7.2
571,Williams-Schultz,Enterprise,Low Volume,Technology,Afternoon,Premium,Good,COD,2023-09-24,2025-01-23,363627.33,987.35,2.6,9.2
572,Ellis-Lawrence,SME,High Volume,Manufacturing,Any,Standard,Fair,Prepaid,2023-02-01,2024-05-30,43783.6,2370.96,8.8,9.9
573,Moreno Inc,Enterprise,Medium Volume,Automotive,Any,Premium,Poor,COD,2025-08-10,2025-09-01,37454.75,2807.15,1.5,9.7
574,"Webb, Romero and Morse",SME,Low Volume,Food & Beverage,Morning,Standard,Fair,Prepaid,2024-01-06,2024-04-25,151951.17,2003.75,4.3,9.9
575,"Ochoa, Garcia and Sandoval",Individual,Low Volume,Manufacturing,Evening,Standard,Poor,COD,2024-06-14,2025-03-21,439070.48,703.0,3.9,8.1
576,Barnes-Lynch,Enterprise,Medium Volume,Healthcare,Morning,Standard,Poor,COD,2023-09-06,2025-02-02,374163.86,4634.87,3.5,9.5
577,Stuart-Waller,SME,Low Volume,Food & Beverage,Evening,Express,Good,COD,2023-06-18,2024-06-25,368697.75,2481.81,9.6,8.2
578,Morrison-Tanner,Individual,Low Volume,Technology,Morning,Standard,Good,Net 30,2023-02-12,2024-06-12,115700.41,227.52,3.3,8.8
579,"Valencia, Joseph and Walls",SME,Low Volume,Retail,Any,Express,Poor,Prepaid,2025-03-31,2025-07-17,247001.29,4236.9,8.8,6.5
580,"Klein, Parks and Morse",SME,High Volume,Manufacturing,Afternoon,Premium,Fair,Net 15,2023-04-27,2023-08-21,292190.15,4859.56,5.7,8.3
581,Gordon Ltd,Enterprise,Low Volume,Manufacturing,Any,Premium,Excellent,COD,2024-11-05,2025-05-26,13955.12,3422.5,7.1,7.6
582,Hart-Aguilar,Enterprise,Low Volume,Healthcare,Afternoon,Standard,Excellent,Prepaid,2024-11-05,2025-08-31,415518.91,3314.72,5.1,9.8
583,"Adkins, Skinner and Mitchell",Enterprise,Low Volume,Healthcare,Morning,Premium,Poor,COD,2024-11-05,2025-08-01,473761.78,4999.11,9.2,9.2
584,"Rodriguez, James and Brown",Enterprise,Medium Volume,Automotive,Evening,Express,Excellent,Net 30,2025-02-20,2025-03-03,274030.95,3031.34,1.8,7.0
585,Terrell Ltd,SME,Medium Volume,Retail,Morning,Standard,Good,Prepaid,2023-07-08,2024-01-25,389966.78,1460.43,7.8,8.6
586,"Mueller, Harris and Weaver",SME,Medium Volume,Technology,Evening,Premium,Good,COD,2025-03-26,2025-05-28,333094.63,4168.66,5.6,8.0
587,"Parrish, Stevenson and Hancock",SME,Low Volume,Healthcare,Any,Standard,Poor,COD,2024-01-28,2025-04-17,307320.02,2198.82,4.8,6.2
588,Dixon Ltd,SME,Medium Volume,Automotive,Afternoon,Premium,Good,Prepaid,2024-05-26,2024-10-11,264112.08,3253.77,1.8,7.9
589,Hughes-Frye,SME,High Volume,Healthcare,Afternoon,Standard,Fair,Net 15,2024-09-16,2025-09-10,262022.94,1512.63,1.4,6.3
590,"Brown, Manning and Harris",Enterprise,High Volume,Food & Beverage,Any,Express,Excellent,Prepaid,2023-08-27,2025-06-12,330766.77,2863.97,3.3,7.0
591,Greer-Pruitt,Individual,High Volume,Retail,Morning,Premium,Poor,Net 15,2025-04-19,2025-08-04,393302.37,4222.4,1.4,7.7
592,"Payne, Morrison and Parsons",SME,Low Volume,Food & Beverage,Any,Premium,Poor,COD,2024-08-28,2025-09-05,171325.86,4594.65,8.3,6.8
593,Lucero Inc,Individual,High Volume,Healthcare,Morning,Express,Excellent,Net 30,2023-08-07,2023-12-29,198071.99,115.86,6.9,7.8
594,"Wilson, Williams and Ramirez",Individual,Low Volume,Automotive,Any,Express,Fair,Prepaid,2023-03-28,2023-11-22,402515.73,483.79,2.2,6.8
595,Smith-Owens,Individual,Low Volume,Manufacturing,Morning,Standard,Poor,Net 15,2023-03-14,2025-07-23,325220.17,2207.15,6.6,9.2
596,Carlson-Ayala,SME,Medium Volume,Technology,Afternoon,Express,Poor,Net 30,2022-11-01,2024-08-20,59112.95,4516.96,7.6,7.8
597,Henry-Armstrong,Enterprise,Low Volume,Technology,Afternoon,Standard,Fair,Prepaid,2025-03-31,2025-05-31,26410.17,88.98,6.7,8.9
598,Fox-Krueger,SME,Low Volume,Automotive,Evening,Standard,Poor,Prepaid,2025-01-25,2025-05-28,243564.38,2975.64,6.5,8.7
599,Perry PLC,SME,Low Volume,Manufacturing,Morning,Premium,Excellent,Prepaid,2025-01-27,2025-05-01,288625.27,2788.62,3.4,8.6
600,Alvarado LLC,Enterprise,Low Volume,Technology,Evening,Express,Poor,Net 30,2023-10-06,2024-06-19,81505.38,3644.74,5.2,7.8
601,"Moreno, Barajas and Colon",Individual,Low Volume,Automotive,Evening,Premium,Poor,Net 15,2023-05-16,2025-09-02,441703.52,3628.83,4.5,7.7
602,"Reed, Allen and May",Individual,Low Volume,Automotive,Evening,Express,Good,Net 15,2022-09-28,2025-06-22,141946.15,3758.81,7.0,6.5
603,Fleming LLC,Individual,Medium Volume,Technology,Morning,Express,Poor,COD,2023-06-13,2024-04-24,118124.73,2806.31,10.0,7.4
604,Cruz PLC,Individual,Medium Volume,Manufacturing,Afternoon,Premium,Excellent,Net 30,2025-02-07,2025-07-19,169529.64,614.15,3.0,8.2
605,"Short, Brooks and Lang",SME,Low Volume,Healthcare,Morning,Premium,Fair,Net 15,2022-10-16,2024-02-04,426850.67,4374.79,6.4,6.4
606,"Lee, Palmer and Vaughan",SME,High Volume,Technology,Morning,Standard,Excellent,Net 30,2022-11-06,2023-04-30,254145.56,876.88,2.1,6.8
607,"Ferguson, Sims and Clark",Individual,Medium Volume,Healthcare,Any,Premium,Poor,Net 30,2025-08-02,2025-09-01,77993.57,1850.5,8.4,6.5
608,"Coleman, Garcia and Medina",SME,Medium Volume,Retail,Afternoon,Express,Fair,COD,2023-05-10,2025-01-05,253006.34,471.91,4.4,9.0
609,Lucas-Case,Individual,Medium Volume,Manufacturing,Afternoon,Premium,Poor,Net 15,2025-08-23,2025-09-12,69859.17,2172.67,9.3,9.6
610,Love-Johnson,Individual,Low Volume,Automotive,Evening,Standard,Poor,Net 15,2023-03-06,2023-05-12,385305.78,3602.25,5.7,6.3
611,Grant-Andrews,SME,Medium Volume,Manufacturing,Any,Standard,Poor,Net 30,2023-04-02,2023-10-24,330427.91,3225.26,9.1,6.2
612,Hayes-Sullivan,Individual,Low Volume,Automotive,Evening,Express,Poor,COD,2023-06-29,2024-03-12,361053.97,1602.79,4.1,9.3
613,Nichols Ltd,Individual,Low Volume,Manufacturing,Any,Express,Good,Prepaid,2023-11-19,2025-03-15,349038.01,4443.99,8.0,7.6
614,"Richards, Haynes and Jones",SME,Medium Volume,Retail,Morning,Premium,Fair,Prepaid,2022-11-27,2025-07-07,362824.24,3713.26,2.1,10.0
615,"Turner, Miller and Hubbard",Enterprise,Medium Volume,Food & Beverage,Evening,Premium,Fair,Net 15,2023-01-13,2024-03-16,12687.45,4457.08,5.9,7.0
616,"Johnson, Moore and Robinson",SME,Low Volume,Automotive,Any,Premium,Excellent,Net 30,2023-11-26,2025-04-04,420950.14,1335.79,5.6,6.5
617,"Phillips, Walters and Evans",Enterprise,Low Volume,Technology,Evening,Premium,Excellent,Prepaid,2025-02-08,2025-08-24,170151.17,1218.68,7.7,8.3
618,"Wong, Bernard and Smith",Individual,Low Volume,Automotive,Afternoon,Express,Fair,COD,2025-08-12,2025-09-14,333794.26,4084.64,6.2,6.6
619,Smith PLC,Individual,Medium Volume,Manufacturing,Morning,Express,Good,COD,2023-02-20,2024-02-26,227700.49,775.44,4.8,7.6
620,Torres Ltd,SME,High Volume,Manufacturing,Any,Standard,Poor,Net 30,2024-05-11,2025-05-13,185277.81,2654.97,6.3,8.1
621,Gutierrez Ltd,SME,Medium Volume,Food & Beverage,Any,Premium,Poor,Prepaid,2024-11-22,2025-08-05,344819.91,4741.71,7.6,7.7
622,Walker LLC,Individual,Medium Volume,Manufacturing,Any,Premium,Poor,Net 15,2023-02-22,2023-08-23,484047.87,2590.27,5.8,8.8
623,"Phelps, York and Randolph",Enterprise,Low Volume,Automotive,Afternoon,Premium,Fair,Net 30,2023-04-05,2025-09-13,301198.51,2072.67,2.1,8.3
624,"Jones, Powers and King",Enterprise,High Volume,Retail,Evening,Express,Fair,COD,2024-02-06,2024-06-01,147696.67,188.49,2.3,9.1
625,Howard-Lambert,SME,Low Volume,Healthcare,Afternoon,Standard,Poor,Net 30,2024-06-16,2024-10-01,62041.62,1775.81,8.8,7.7
626,Mccullough LLC,Individual,Low Volume,Technology,Evening,Express,Poor,Net 15,2023-07-28,2024-08-11,381213.66,2548.58,5.1,7.8
627,"Torres, Silva and Cunningham",Individual,Low Volume,Healthcare,Morning,Premium,Poor,Prepaid,2023-09-13,2024-06-07,117178.32,2007.22,5.9,9.8
628,Jackson-Edwards,Individual,Low Volume,Healthcare,Morning,Standard,Excellent,COD,2023-08-31,2025-04-11,280961.13,662.72,6.0,6.8
629,"Graham, Larsen and Taylor",Individual,Low Volume,Retail,Afternoon,Express,Excellent,Net 30,2024-11-07,2025-06-26,329468.95,2682.7,9.7,7.1
630,Griffin-Hampton,Individual,Medium Volume,Food & Beverage,Any,Standard,Fair,Prepaid,2025-05-08,2025-07-12,294857.62,2482.79,9.4,7.4
631,"Obrien, Wilkinson and Trevino",Enterprise,Medium Volume,Food & Beverage,Evening,Express,Fair,Net 30,2023-01-16,2023-06-01,58207.67,541.7,2.5,6.6
632,Gross-Sims,Enterprise,Medium Volume,Manufacturing,Evening,Express,Good,Net 30,2024-05-01,2025-05-04,307623.24,1660.19,1.2,6.2
633,"Welch, Hess and Riley",SME,Medium Volume,Manufacturing,Any,Express,Fair,Prepaid,2025-05-23,2025-08-22,470847.18,4502.53,1.5,7.0
634,Arnold PLC,Enterprise,Low Volume,Technology,Any,Standard,Fair,Net 30,2023-05-10,2025-06-19,159849.89,2787.95,1.6,6.1
635,"Rowe, Diaz and Walker",Enterprise,Low Volume,Healthcare,Morning,Standard,Good,COD,2024-05-02,2025-05-26,284554.57,2257.61,8.6,8.0
636,Anderson-Mason,Enterprise,Low Volume,Healthcare,Afternoon,Standard,Poor,Prepaid,2024-11-30,2024-12-26,21854.25,4072.59,9.7,8.5
637,Bates PLC,Enterprise,Low Volume,Retail,Morning,Express,Fair,COD,2023-10-22,2025-02-10,419904.37,1931.76,4.2,8.5
638,Griffin and Sons,Individual,Low Volume,Healthcare,Morning,Standard,Excellent,COD,2024-12-26,2025-05-26,45767.84,3507.23,8.5,8.9
639,Fitzgerald Group,SME,Low Volume,Manufacturing,Evening,Premium,Fair,COD,2024-05-31,2025-08-21,489840.53,3553.38,3.5,8.6
640,Hall-Baker,Enterprise,Medium Volume,Technology,Evening,Standard,Good,Net 30,2022-11-02,2023-07-06,304784.59,71.18,1.1,6.7
641,"Velez, Ward and Harrison",Individual,Low Volume,Automotive,Any,Express,Excellent,Net 30,2024-09-20,2025-03-04,269786.01,4468.23,8.3,7.8
642,"Nguyen, Padilla and Boyd",SME,Medium Volume,Food & Beverage,Evening,Express,Good,Net 30,2022-11-08,2025-03-24,63257.17,1883.88,2.7,6.0
643,Lane-Hudson,SME,Low Volume,Automotive,Evening,Standard,Excellent,COD,2025-03-22,2025-05-29,404398.83,1144.68,9.8,9.9
644,"Valdez, Houston and Black",SME,High Volume,Automotive,Afternoon,Standard,Good,Prepaid,2023-11-07,2024-07-20,56362.32,1422.87,5.5,6.7
645,"Sullivan, Roth and Reed",Individual,Medium Volume,Food & Beverage,Afternoon,Standard,Good,Net 30,2025-06-09,2025-08-28,64588.02,4671.14,8.7,9.5
646,Shaw and Sons,SME,Low Volume,Manufacturing,Morning,Premium,Fair,Prepaid,2025-05-18,2025-07-11,1975.53,2164.22,7.1,8.6
647,"Schneider, Lewis and Lopez",SME,Low Volume,Technology,Any,Express,Excellent,Prepaid,2023-05-29,2024-03-29,248291.78,2610.42,1.4,8.9
648,Guerrero Group,SME,High Volume,Food & Beverage,Any,Express,Excellent,Prepaid,2024-11-13,2025-07-22,98109.46,454.95,6.1,6.1
649,Leonard-Mendoza,Individual,Low Volume,Technology,Morning,Standard,Good,Net 15,2024-11-16,2025-05-16,165283.09,361.08,6.6,6.1
650,Johnson-Williams,Enterprise,Low Volume,Food & Beverage,Evening,Express,Good,Net 30,2024-08-28,2025-04-06,237314.69,4796.07,8.5,9.3
651,"Hunt, Macdonald and Thomas",Enterprise,Low Volume,Retail,Any,Standard,Poor,Net 30,2023-03-14,2023-08-14,43681.81,350.4,1.3,7.3
652,"Mullen, Greene and Elliott",Enterprise,Low Volume,Manufacturing,Morning,Express,Excellent,COD,2025-06-26,2025-06-27,305758.58,2187.6,1.9,6.2
653,"Nicholson, Valentine and Robinson",SME,High Volume,Technology,Morning,Premium,Poor,Net 15,2024-11-15,2025-05-20,432426.79,3948.0,6.6,7.8
654,Jackson-Greer,SME,Low Volume,Food & Beverage,Morning,Express,Excellent,Prepaid,2024-02-17,2025-01-30,259089.23,2959.68,2.0,6.0
655,Hanson PLC,Individual,Low Volume,Manufacturing,Afternoon,Premium,Fair,COD,2025-02-05,2025-04-05,211082.49,3636.88,5.0,7.0
656,Nielsen-Carlson,Enterprise,Low Volume,Manufacturing,Evening,Premium,Poor,COD,2024-11-20,2024-12-10,156282.93,4431.85,8.0,6.6
657,Rodriguez and Sons,SME,Medium Volume,Healthcare,Evening,Standard,Good,Net 30,2023-11-07,2024-10-28,119456.29,4104.96,6.0,6.2
658,"Barnes, Hernandez and Davis",Enterprise,Medium Volume,Automotive,Afternoon,Standard,Fair,Net 15,2025-06-11,2025-07-28,334262.21,3489.17,9.8,8.4
659,Rich PLC,Individual,Medium Volume,Food & Beverage,Evening,Premium,Fair,Prepaid,2024-07-23,2025-02-20,164980.91,569.0,8.9,9.6
660,Hopkins-Winters,Enterprise,Low Volume,Automotive,Afternoon,Premium,Good,Prepaid,2023-01-25,2024-06-30,312336.09,1233.14,7.6,9.8
661,"Banks, Boyd and Wood",Individual,Medium Volume,Technology,Afternoon,Express,Good,Net 30,2022-09-20,2022-11-06,182045.76,414.97,1.3,6.5
662,Mays Group,Enterprise,Medium Volume,Automotive,Evening,Standard,Excellent,Net 15,2024-04-21,2025-06-02,99714.67,912.03,9.0,8.9
663,"Ballard, Velez and Hood",Individual,Medium Volume,Manufacturing,Afternoon,Standard,Excellent,Net 15,2023-11-10,2024-12-05,421597.83,4557.71,1.2,8.7
664,Woods-Hall,Enterprise,Medium Volume,Healthcare,Afternoon,Express,Poor,Net 15,2023-12-29,2025-06-22,185450.69,1893.13,2.5,8.1
665,"Ortiz, Lopez and Fletcher",Individual,Low Volume,Technology,Morning,Standard,Good,Net 15,2023-07-26,2025-04-06,397654.16,998.82,4.4,7.5
666,Meyer Group,Individual,Low Volume,Manufacturing,Morning,Premium,Good,COD,2024-06-13,2025-04-12,395004.31,1672.02,1.5,9.2
667,Ortiz-Rodriguez,Individual,Low Volume,Food & Beverage,Any,Standard,Excellent,Prepaid,2024-10-11,2025-03-06,395707.61,3093.69,2.5,7.6
668,Wyatt-Henderson,Individual,Low Volume,Healthcare,Any,Premium,Poor,Net 15,2024-06-21,2024-12-04,161589.74,1900.7,7.3,8.9
669,"Sanders, Harris and Arnold",SME,Low Volume,Food & Beverage,Any,Premium,Excellent,Net 15,2023-07-18,2024-10-02,110543.62,1054.85,8.8,7.6
670,"Peters, King and Parker",SME,Medium Volume,Food & Beverage,Afternoon,Express,Fair,Net 30,2023-04-02,2024-02-06,68030.83,465.94,5.0,7.4
671,"Taylor, Shields and Wilson",SME,Low Volume,Food & Beverage,Evening,Express,Poor,Prepaid,2024-10-31,2025-01-13,216820.33,1869.18,5.5,7.1
672,Garcia PLC,SME,High Volume,Manufacturing,Evening,Premium,Excellent,COD,2025-01-24,2025-04-29,450836.45,1507.86,5.5,8.2
673,"Mendez, Cohen and Williams",SME,High Volume,Manufacturing,Morning,Standard,Excellent,COD,2023-09-24,2024-07-02,20102.41,1041.52,2.8,7.3
674,Morrow Group,Individual,Medium Volume,Healthcare,Afternoon,Premium,Good,COD,2024-08-15,2025-08-20,5258.41,1532.4,8.4,9.1
675,Baker LLC,SME,Low Volume,Food & Beverage,Morning,Express,Good,Prepaid,2024-01-09,2024-02-27,114561.67,3630.51,2.9,6.9
676,Arias-Morales,Individual,Low Volume,Technology,Any,Express,Excellent,COD,2022-10-30,2024-09-21,423055.03,2172.53,9.5,7.7
677,"Brown, Ayala and Thompson",Individual,Low Volume,Retail,Evening,Standard,Good,COD,2023-07-29,2024-08-19,471733.65,97.92,8.3,9.3
678,"Galvan, Holmes and Lee",SME,Medium Volume,Technology,Any,Premium,Fair,COD,2022-09-30,2025-01-27,293890.59,2859.51,1.3,6.6
679,"Hall, Jackson and Johnson",SME,Low Volume,Food & Beverage,Any,Express,Good,Prepaid,2024-03-31,2024-08-06,32790.91,1962.85,5.3,7.3
680,Miller LLC,Individual,Low Volume,Healthcare,Morning,Standard,Excellent,Net 15,2022-09-19,2025-01-20,16997.52,3460.67,5.4,6.7
681,Sullivan-Gonzalez,SME,High Volume,Healthcare,Afternoon,Standard,Fair,Net 30,2023-10-11,2023-10-21,227877.18,1874.83,1.1,7.3
682,Dunn Ltd,SME,Low Volume,Manufacturing,Morning,Standard,Poor,Prepaid,2024-10-29,2025-07-25,371828.23,1975.51,9.1,6.8
683,Bailey-Ochoa,SME,Low Volume,Technology,Any,Standard,Fair,Net 15,2025-06-17,2025-07-08,251735.04,3439.94,3.5,6.0
684,Spears-Andrews,Enterprise,Medium Volume,Technology,Afternoon,Premium,Fair,Prepaid,2025-08-09,2025-08-19,230642.08,2901.86,7.6,7.2
685,Hansen PLC,SME,Low Volume,Healthcare,Evening,Express,Good,Prepaid,2023-12-09,2024-06-17,125318.27,4504.82,7.6,7.8
686,"Frye, Walter and Li",Enterprise,Low Volume,Automotive,Morning,Express,Excellent,Net 15,2025-07-22,2025-08-24,442885.37,831.76,8.9,8.2
687,Hart-Carrillo,Enterprise,Low Volume,Automotive,Afternoon,Express,Poor,Net 30,2024-10-18,2025-06-29,497662.87,428.84,1.9,9.1
688,Maldonado-Mosley,SME,Medium Volume,Manufacturing,Evening,Standard,Excellent,Prepaid,2025-08-07,2025-09-13,14332.22,3212.39,7.1,7.8
689,Jones-Schultz,SME,Medium Volume,Manufacturing,Any,Standard,Excellent,COD,2024-02-29,2025-09-15,58226.68,4589.83,3.9,9.0
690,Mcbride Group,Enterprise,Low Volume,Retail,Afternoon,Premium,Poor,Net 15,2024-09-29,2025-09-03,235923.08,1431.75,2.5,9.4
691,Haynes LLC,Enterprise,Low Volume,Healthcare,Morning,Premium,Poor,Net 15,2024-04-07,2024-08-16,39715.06,3829.77,7.1,6.6
692,"Goodman, Peterson and Spencer",Enterprise,Medium Volume,Automotive,Morning,Premium,Good,Prepaid,2022-12-29,2023-06-24,348674.44,4190.68,8.3,8.6
693,Shannon LLC,Enterprise,Low Volume,Technology,Evening,Express,Excellent,Net 30,2023-08-29,2024-01-13,25283.68,1918.11,2.8,7.0
694,Porter and Sons,Enterprise,Low Volume,Retail,Morning,Express,Excellent,Net 30,2024-12-14,2025-02-17,169221.2,1001.15,7.0,6.9
695,Clark-Harris,Individual,Low Volume,Manufacturing,Afternoon,Standard,Poor,Net 30,2023-06-11,2024-01-04,407996.54,1647.26,6.6,8.5
696,Maxwell Inc,SME,Low Volume,Technology,Morning,Standard,Good,Net 30,2024-07-27,2025-08-16,178931.59,909.43,4.6,7.3
697,"Vasquez, Smith and Vincent",SME,Medium Volume,Manufacturing,Morning,Premium,Fair,COD,2024-09-28,2025-09-04,22925.53,4433.03,4.7,9.1
698,Oliver-Vasquez,Enterprise,Low Volume,Automotive,Afternoon,Express,Excellent,COD,2025-04-05,2025-09-16,490726.53,3496.76,7.1,9.9
699,Henry-Joyce,SME,Low Volume,Manufacturing,Evening,Premium,Poor,Net 30,2025-05-29,2025-09-09,168217.5,3062.24,6.3,7.5
700,Christensen and Sons,Enterprise,Low Volume,Food & Beverage,Morning,Standard,Excellent,Net 30,2023-07-23,2023-09-03,155115.47,3702.67,7.8,8.5
701,Ayers-Johnson,SME,High Volume,Technology,Evening,Standard,Good,Prepaid,2025-02-10,2025-04-27,102988.28,237.64,9.3,8.4
702,Bryant Inc,Individual,Low Volume,Healthcare,Afternoon,Express,Fair,Net 30,2025-04-18,2025-08-03,260915.56,4888.96,6.8,7.2
703,"Smith, Craig and Gray",Individual,High Volume,Healthcare,Evening,Standard,Good,Net 30,2024-02-05,2024-04-04,453409.4,3341.78,3.2,8.7
704,Lopez-Baker,Individual,Low Volume,Technology,Evening,Standard,Poor,Net 30,2023-10-20,2024-04-25,33243.82,2483.63,9.6,6.2
705,Diaz-Jimenez,Enterprise,Low Volume,Manufacturing,Morning,Standard,Good,Net 15,2025-08-04,2025-08-13,254204.85,2159.89,5.2,6.7
706,Diaz-Morales,SME,Medium Volume,Manufacturing,Afternoon,Express,Fair,Prepaid,2024-10-25,2025-03-22,483895.18,1046.93,8.8,7.9
707,"Parks, Olsen and Le",SME,Low Volume,Technology,Any,Standard,Poor,Prepaid,2024-06-06,2025-06-18,211925.93,3066.5,4.9,6.6
708,Gonzalez-Marsh,SME,Low Volume,Retail,Any,Express,Excellent,COD,2024-05-19,2025-05-14,297996.5,806.35,7.5,7.0
709,Thompson Group,SME,Low Volume,Healthcare,Any,Premium,Poor,Net 30,2024-02-19,2024-05-06,167283.84,3588.57,2.8,9.7
710,"Holmes, Le and Floyd",Individual,High Volume,Automotive,Evening,Express,Poor,Prepaid,2025-05-25,2025-06-29,470202.21,4853.94,4.4,8.0
711,"Williams, Garcia and Martin",Individual,Low Volume,Retail,Any,Standard,Excellent,Prepaid,2024-05-27,2024-09-07,466132.65,853.69,7.9,9.8
712,"Davis, Garner and Green",Individual,Low Volume,Healthcare,Any,Premium,Fair,Net 30,2023-06-24,2024-04-13,325802.26,4636.27,7.6,7.0
713,Cooper-Jenkins,SME,High Volume,Automotive,Morning,Premium,Good,COD,2024-05-22,2024-11-08,303112.38,4724.11,2.3,7.0
714,"Gonzalez, Johnston and Banks",Individual,Low Volume,Manufacturing,Morning,Standard,Excellent,Prepaid,2024-10-02,2024-12-02,199435.79,2951.49,9.1,8.1
715,Nguyen-Dixon,SME,Medium Volume,Manufacturing,Any,Express,Fair,Prepaid,2025-01-21,2025-07-26,293453.81,3682.97,7.8,9.7
